Valor;Localidad;Genero;Metrica;Unidad;COD_INE
123981.0;Santa Coloma de Gramenet;Total;Total habitantes;Personas.;08245
2795.0;Santa Coloma de Queralt;Total;Total habitantes;Personas.;43139
502.0;Santa Colomba de Curueño;Total;Total habitantes;Personas.;24151
236.0;Santa Colomba de las Monjas;Total;Total habitantes;Personas.;49199
472.0;Santa Colomba de Somoza;Total;Total habitantes;Personas.;24152
9442.0;Santa Comba;Total;Total habitantes;Personas.;15077
5987.0;Santa Cristina d'Aro;Total;Total habitantes;Personas.;17181
1034.0;Santa Cristina de la Polvorosa;Total;Total habitantes;Personas.;49200
278.0;Santa Cristina de Valmadrigal;Total;Total habitantes;Personas.;24153
253.0;Santa Croya de Tera;Total;Total habitantes;Personas.;49201
13904.0;Santa Cruz de Bezana;Total;Total habitantes;Personas.;39073
51.0;Santa Cruz de Boedo;Total;Total habitantes;Personas.;34168
95.0;Santa Cruz de Grío;Total;Total habitantes;Personas.;50236
15690.0;Santa Cruz de la Palma;Total;Total habitantes;Personas.;38037
148.0;Santa Cruz de la Salceda;Total;Total habitantes;Personas.;09345
193.0;Santa Cruz de la Serós;Total;Total habitantes;Personas.;22209
317.0;Santa Cruz de la Sierra;Total;Total habitantes;Personas.;10166
4180.0;Santa Cruz de la Zarza;Total;Total habitantes;Personas.;45156
463.0;Santa Cruz de los Cáñamos;Total;Total habitantes;Personas.;13076
236.0;Santa Cruz de Marchena;Total;Total habitantes;Personas.;04080
123.0;Santa Cruz de Moncayo;Total;Total habitantes;Personas.;50237
233.0;Santa Cruz de Moya;Total;Total habitantes;Personas.;16194
3881.0;Santa Cruz de Mudela;Total;Total habitantes;Personas.;13077
24.0;Santa Cruz de Nogueras;Total;Total habitantes;Personas.;44208
286.0;Santa Cruz de Paniagua;Total;Total habitantes;Personas.;10167
169.0;Santa Cruz de Pinares;Total;Total habitantes;Personas.;05222
211957.0;Santa Cruz de Tenerife;Total;Total habitantes;Personas.;38038
56.0;Santa Cruz de Yanguas;Total;Total habitantes;Personas.;42166
523.0;Santa Cruz del Comercio;Total;Total habitantes;Personas.;18174
4194.0;Santa Cruz del Retamar;Total;Total habitantes;Personas.;45157
295.0;Santa Cruz del Valle;Total;Total habitantes;Personas.;05221
94.0;Santa Cruz del Valle Urbión;Total;Total habitantes;Personas.;09346
863.0;Santa Elena;Total;Total habitantes;Personas.;23076
1021.0;Santa Elena de Jamuz;Total;Total habitantes;Personas.;24154
188.0;Santa Engracia del Jubera;Total;Total habitantes;Personas.;26135
685.0;Santa Eufemia;Total;Total habitantes;Personas.;14061
78.0;Santa Eufemia del Arroyo;Total;Total habitantes;Personas.;47152
169.0;Santa Eufemia del Barco;Total;Total habitantes;Personas.;49202
1902.0;Santa Eugènia;Total;Total habitantes;Personas.;07053
2348.0;Santa Eugènia de Berga;Total;Total habitantes;Personas.;08246
1004.0;Santa Eulalia;Total;Total habitantes;Personas.;44209
112.0;Santa Eulalia Bajera;Total;Total habitantes;Personas.;26136
101.0;Santa Eulalia de Gállego;Total;Total habitantes;Personas.;50238
420.0;Santa Eulalia de Oscos;Total;Total habitantes;Personas.;33062
1516.0;Santa Eulàlia de Riuprimer;Total;Total habitantes;Personas.;08247
7953.0;Santa Eulàlia de Ronçana;Total;Total habitantes;Personas.;08248
42479.0;Santa Eulària des Riu;Total;Total habitantes;Personas.;07054
15494.0;Santa Fe;Total;Total habitantes;Personas.;18175
503.0;Santa Fe de Mondújar;Total;Total habitantes;Personas.;04081
365.0;Santa Fe del Penedès;Total;Total habitantes;Personas.;08249
180.0;Santa Gadea del Cid;Total;Total habitantes;Personas.;09347
153.0;Santa Inés;Total;Total habitantes;Personas.;09348
396.0;Santa Llogaia d'Àlguema;Total;Total habitantes;Personas.;17182
78584.0;Santa Lucía de Tirajana;Total;Total habitantes;Personas.;35022
771.0;Santa Magdalena de Pulpis;Total;Total habitantes;Personas.;12102
14056.0;Santa Margalida;Total;Total habitantes;Personas.;07055
10631.0;Santa Margarida de Montbui;Total;Total habitantes;Personas.;08250
7806.0;Santa Margarida i els Monjos;Total;Total habitantes;Personas.;08251
164.0;Santa Maria de Besora;Total;Total habitantes;Personas.;08253
9538.0;Santa María de Cayón;Total;Total habitantes;Personas.;39074
206.0;Santa María de Dulcis;Total;Total habitantes;Personas.;22906
14311.0;Santa María de Guía de Gran Canaria;Total;Total habitantes;Personas.;35023
239.0;Santa María de Huerta;Total;Total habitantes;Personas.;42167
1584.0;Santa María de la Alameda;Total;Total habitantes;Personas.;28135
429.0;Santa María de la Isla;Total;Total habitantes;Personas.;24155
259.0;Santa María de la Vega;Total;Total habitantes;Personas.;49203
112.0;Santa María de las Hoyas;Total;Total habitantes;Personas.;42168
53.0;Santa María de los Caballeros;Total;Total habitantes;Personas.;05226
660.0;Santa María de los Llanos;Total;Total habitantes;Personas.;16196
868.0;Santa Maria de Martorelles;Total;Total habitantes;Personas.;08256
179.0;Santa Maria de Merlès;Total;Total habitantes;Personas.;08255
144.0;Santa Maria de Miralles;Total;Total habitantes;Personas.;08257
327.0;Santa María de Ordás;Total;Total habitantes;Personas.;24158
10080.0;Santa Maria de Palautordera;Total;Total habitantes;Personas.;08259
91.0;Santa María de Sando;Total;Total habitantes;Personas.;37293
50.0;Santa María de Valverde;Total;Total habitantes;Personas.;49204
103.0;Santa María del Arroyo;Total;Total habitantes;Personas.;05224
372.0;Santa María del Berrocal;Total;Total habitantes;Personas.;05225
7744.0;Santa María del Camí;Total;Total habitantes;Personas.;07056
508.0;Santa María del Campo;Total;Total habitantes;Personas.;09350
527.0;Santa María del Campo Rus;Total;Total habitantes;Personas.;16195
308.0;Santa María del Cubillo;Total;Total habitantes;Personas.;05902
70.0;Santa María del Invierno;Total;Total habitantes;Personas.;09351
119.0;Santa María del Mercadillo;Total;Total habitantes;Personas.;09352
207.0;Santa María del Monte de Cea;Total;Total habitantes;Personas.;24156
2994.0;Santa María del Páramo;Total;Total habitantes;Personas.;24157
582.0;Santa María del Tiétar;Total;Total habitantes;Personas.;05227
55.0;Santa María del Val;Total;Total habitantes;Personas.;16197
1099.0;Santa Maria d'Oló;Total;Total habitantes;Personas.;08258
906.0;Santa María la Real de Nieva;Total;Total habitantes;Personas.;40185
97.0;Santa María Ribarredonda;Total;Total habitantes;Personas.;09353
1718.0;Santa Marina del Rey;Total;Total habitantes;Personas.;24159
4201.0;Santa Marta;Total;Total habitantes;Personas.;06121
291.0;Santa Marta de Magasca;Total;Total habitantes;Personas.;10168
14976.0;Santa Marta de Tormes;Total;Total habitantes;Personas.;37294
45.0;Santa Marta del Cerro;Total;Total habitantes;Personas.;40186
3571.0;Santa Olalla;Total;Total habitantes;Personas.;45158
38.0;Santa Olalla de Bureba;Total;Total habitantes;Personas.;09354
2039.0;Santa Olalla del Cala;Total;Total habitantes;Personas.;21069
3711.0;Santa Oliva;Total;Total habitantes;Personas.;43140
1579.0;Santa Pau;Total;Total habitantes;Personas.;17184
26130.0;Santa Perpètua de Mogoda;Total;Total habitantes;Personas.;08260
39709.0;Santa Pola;Total;Total habitantes;Personas.;03121
4099.0;Santa Susanna;Total;Total habitantes;Personas.;08261
15429.0;Santa Úrsula;Total;Total habitantes;Personas.;38039
874.0;Santacara;Total;Total habitantes;Personas.;31220
4641.0;Santaella;Total;Total habitantes;Personas.;14060
78.0;Santaliestra y San Quílez;Total;Total habitantes;Personas.;22212
175425.0;Santander;Total;Total habitantes;Personas.;39075
13067.0;Santanyí;Total;Total habitantes;Personas.;07057
763.0;Santas Martas;Total;Total habitantes;Personas.;24160
72.0;Santed;Total;Total habitantes;Personas.;50239
100.0;Santervás de Campos;Total;Total habitantes;Personas.;47153
392.0;Santervás de la Vega;Total;Total habitantes;Personas.;34169
454.0;Santiago de Alcántara;Total;Total habitantes;Personas.;10169
660.0;Santiago de Calatrava;Total;Total habitantes;Personas.;23077
100965.0;Santiago de Compostela;Total;Total habitantes;Personas.;15078
280.0;Santiago de la Puebla;Total;Total habitantes;Personas.;37296
250.0;Santiago del Campo;Total;Total habitantes;Personas.;10170
161.0;Santiago del Collado;Total;Total habitantes;Personas.;05228
12582.0;Santiago del Teide;Total;Total habitantes;Personas.;38040
104.0;Santiago del Tormes;Total;Total habitantes;Personas.;05904
350.0;Santiago Millas;Total;Total habitantes;Personas.;24161
2629.0;Santiago-Pontones;Total;Total habitantes;Personas.;23904
448.0;Santibáñez de Béjar;Total;Total habitantes;Personas.;37297
42.0;Santibáñez de Ecla;Total;Total habitantes;Personas.;34170
72.0;Santibáñez de Esgueva;Total;Total habitantes;Personas.;09355
892.0;Santibáñez de la Peña;Total;Total habitantes;Personas.;34171
142.0;Santibáñez de la Sierra;Total;Total habitantes;Personas.;37298
351.0;Santibáñez de Tera;Total;Total habitantes;Personas.;49205
195.0;Santibáñez de Valcorba;Total;Total habitantes;Personas.;47154
846.0;Santibáñez de Vidriales;Total;Total habitantes;Personas.;49206
64.0;Santibáñez del Val;Total;Total habitantes;Personas.;09356
386.0;Santibáñez el Alto;Total;Total habitantes;Personas.;10171
711.0;Santibáñez el Bajo;Total;Total habitantes;Personas.;10172
4189.0;Santillana del Mar;Total;Total habitantes;Personas.;39076
8634.0;Santiponce;Total;Total habitantes;Personas.;41089
1430.0;Santiso;Total;Total habitantes;Personas.;15079
4451.0;Santisteban del Puerto;Total;Total habitantes;Personas.;23079
254.0;Santiurde de Reinosa;Total;Total habitantes;Personas.;39077
1726.0;Santiurde de Toranzo;Total;Total habitantes;Personas.;39078
15.0;Santiuste;Total;Total habitantes;Personas.;19250
81.0;Santiuste de Pedraza;Total;Total habitantes;Personas.;40188
534.0;Santiuste de San Juan Bautista;Total;Total habitantes;Personas.;40189
225.0;Santiz;Total;Total habitantes;Personas.;37299
281.0;Santo Adriano;Total;Total habitantes;Personas.;33064
6441.0;Santo Domingo de la Calzada;Total;Total habitantes;Personas.;26138
71.0;Santo Domingo de las Posadas;Total;Total habitantes;Personas.;05229
51.0;Santo Domingo de Pirón;Total;Total habitantes;Personas.;40190
251.0;Santo Domingo de Silos;Total;Total habitantes;Personas.;09358
1299.0;Santo Domingo-Caudilla;Total;Total habitantes;Personas.;45901
2029.0;Santo Tomé;Total;Total habitantes;Personas.;23080
70.0;Santo Tomé de Zabarcos;Total;Total habitantes;Personas.;05230
230.0;Santo Tomé del Puerto;Total;Total habitantes;Personas.;40191
16443.0;Santomera;Total;Total habitantes;Personas.;30901
10835.0;Santoña;Total;Total habitantes;Personas.;39079
1011.0;Santorcaz;Total;Total habitantes;Personas.;28136
2867.0;Santos de la Humosa, Los;Total;Total habitantes;Personas.;28137
8088.0;Santos de Maimona, Los;Total;Total habitantes;Personas.;06122
570.0;Santos, Los;Total;Total habitantes;Personas.;37300
219.0;Santovenia;Total;Total habitantes;Personas.;49207
2058.0;Santovenia de la Valdoncina;Total;Total habitantes;Personas.;24162
4762.0;Santovenia de Pisuerga;Total;Total habitantes;Personas.;47155
187.0;Santoyo;Total;Total habitantes;Personas.;34174
7744.0;Santpedor;Total;Total habitantes;Personas.;08192
260.0;Santurde de Rioja;Total;Total habitantes;Personas.;26140
95.0;Santurdejo;Total;Total habitantes;Personas.;26141
46442.0;Santurtzi;Total;Total habitantes;Personas.;48082
18016.0;Sanxenxo;Total;Total habitantes;Personas.;36051
454.0;Sanzoles;Total;Total habitantes;Personas.;49210
600.0;Sardón de Duero;Total;Total habitantes;Personas.;47157
98.0;Sardón de los Frailes;Total;Total habitantes;Personas.;37301
130.0;Sargentes de la Lora;Total;Total habitantes;Personas.;09361
1252.0;Sariego;Total;Total habitantes;Personas.;33065
5456.0;Sariegos;Total;Total habitantes;Personas.;24163
4113.0;Sariñena;Total;Total habitantes;Personas.;22213
480.0;Saro;Total;Total habitantes;Personas.;39081
261.0;Sarracín;Total;Total habitantes;Personas.;09362
1644.0;Sarral;Total;Total habitantes;Personas.;43142
1068.0;Sarreaus;Total;Total habitantes;Personas.;32078
13726.0;Sarria;Total;Total habitantes;Personas.;27057
5406.0;Sarrià de Ter;Total;Total habitantes;Personas.;17186
57.0;Sarriés/Sartze;Total;Total habitantes;Personas.;31222
1261.0;Sarrión;Total;Total habitantes;Personas.;44210
111.0;Sarroca de Bellera;Total;Total habitantes;Personas.;25201
383.0;Sarroca de Lleida;Total;Total habitantes;Personas.;25200
1349.0;Sartaguda;Total;Total habitantes;Personas.;31223
104.0;Sartajada;Total;Total habitantes;Personas.;45159
898.0;Sasamón;Total;Total habitantes;Personas.;09363
1067.0;Sástago;Total;Total habitantes;Personas.;50240
47.0;Saúca;Total;Total habitantes;Personas.;19251
1002.0;Saucedilla;Total;Total habitantes;Personas.;10173
4189.0;Saucejo, El;Total;Total habitantes;Personas.;41090
242.0;Saucelle;Total;Total habitantes;Personas.;37302
135.0;Sauquillo de Cabezas;Total;Total habitantes;Personas.;40192
897.0;Saus, Camallera i Llampaies;Total;Total habitantes;Personas.;17187
9345.0;Sauzal, El;Total;Total habitantes;Personas.;38041
49.0;Savallà del Comtat;Total;Total habitantes;Personas.;43143
3470.0;Saviñao, O;Total;Total habitantes;Personas.;27058
10346.0;Sax;Total;Total habitantes;Personas.;03123
1672.0;Sayalonga;Total;Total habitantes;Personas.;29086
64.0;Sayatón;Total;Total habitantes;Personas.;19252
239.0;Sebúlcor;Total;Total habitantes;Personas.;40193
1015.0;Seca, La;Total;Total habitantes;Personas.;47158
142.0;Secastilla;Total;Total habitantes;Personas.;22214
1845.0;Secuita, La;Total;Total habitantes;Personas.;43144
10837.0;Sedaví;Total;Total habitantes;Personas.;46223
607.0;Sedella;Total;Total habitantes;Personas.;29087
109.0;Sediles;Total;Total habitantes;Personas.;50242
180.0;Segart;Total;Total habitantes;Personas.;46224
9805.0;Segorbe;Total;Total habitantes;Personas.;12104
52375.0;Segovia;Total;Total habitantes;Personas.;40194
1496.0;Segura;Total;Total habitantes;Personas.;20070
1711.0;Segura de la Sierra;Total;Total habitantes;Personas.;23081
1758.0;Segura de León;Total;Total habitantes;Personas.;06124
55.0;Segura de los Baños;Total;Total habitantes;Personas.;44211
190.0;Segura de Toro;Total;Total habitantes;Personas.;10174
1412.0;Segurilla;Total;Total habitantes;Personas.;45160
149.0;Seira;Total;Total habitantes;Personas.;22215
33.0;Selas;Total;Total habitantes;Personas.;19254
1868.0;Selaya;Total;Total habitantes;Personas.;39082
621.0;Sella;Total;Total habitantes;Personas.;03124
383.0;Sellent;Total;Total habitantes;Personas.;46225
4326.0;Selva;Total;Total habitantes;Personas.;07058
223.0;Selva de Mar, La;Total;Total habitantes;Personas.;17188
5732.0;Selva del Camp, La;Total;Total habitantes;Personas.;43145
25.0;Semillas;Total;Total habitantes;Personas.;19901
33.0;Sempere;Total;Total habitantes;Personas.;46226
490.0;Sena;Total;Total habitantes;Personas.;22217
373.0;Sena de Luna;Total;Total habitantes;Personas.;24164
47.0;Senan;Total;Total habitantes;Personas.;43146
3973.0;Sencelles;Total;Total habitantes;Personas.;07047
279.0;Senés;Total;Total habitantes;Personas.;04082
49.0;Senés de Alcubierre;Total;Total habitantes;Personas.;22218
5516.0;Sénia, La;Total;Total habitantes;Personas.;43044
698.0;Senija;Total;Total habitantes;Personas.;03125
39.0;Seno;Total;Total habitantes;Personas.;44212
160.0;Senterada;Total;Total habitantes;Personas.;25202
448.0;Sentiu de Sió, La;Total;Total habitantes;Personas.;25035
9548.0;Sentmenat;Total;Total habitantes;Personas.;08267
1114.0;Senyera;Total;Total habitantes;Personas.;46227
153.0;Sepulcro-Hilario;Total;Total habitantes;Personas.;37304
979.0;Sepúlveda;Total;Total habitantes;Personas.;40195
42.0;Sequera de Fresno;Total;Total habitantes;Personas.;40196
28.0;Sequera de Haza, La;Total;Total habitantes;Personas.;09365
216.0;Sequeros;Total;Total habitantes;Personas.;37305
1228.0;Serinyà;Total;Total habitantes;Personas.;17190
110.0;Serna del Monte, La;Total;Total habitantes;Personas.;28138
90.0;Serna, La;Total;Total habitantes;Personas.;34175
2151.0;Serón;Total;Total habitantes;Personas.;04083
125.0;Serón de Nágima;Total;Total habitantes;Personas.;42171
1954.0;Seròs;Total;Total habitantes;Personas.;25204
3767.0;Serra;Total;Total habitantes;Personas.;46228
240.0;Serra de Daró;Total;Total habitantes;Personas.;17191
1117.0;Serrada;Total;Total habitantes;Personas.;47159
132.0;Serrada, La;Total;Total habitantes;Personas.;05232
1448.0;Serradilla;Total;Total habitantes;Personas.;10175
239.0;Serradilla del Arroyo;Total;Total habitantes;Personas.;37306
136.0;Serradilla del Llano;Total;Total habitantes;Personas.;37307
247.0;Serranillos;Total;Total habitantes;Personas.;05233
4670.0;Serranillos del Valle;Total;Total habitantes;Personas.;28140
113.0;Serratella, la;Total;Total habitantes;Personas.;12103
457.0;Serrato;Total;Total habitantes;Personas.;29904
410.0;Serrejón;Total;Total habitantes;Personas.;10176
167.0;Sesa;Total;Total habitantes;Personas.;22220
30907.0;Seseña;Total;Total habitantes;Personas.;45161
1248.0;Sesma;Total;Total habitantes;Personas.;31224
28512.0;Sestao;Total;Total habitantes;Personas.;48084
329.0;Sestrica;Total;Total habitantes;Personas.;50243
120.0;Sesué;Total;Total habitantes;Personas.;22221
195.0;Setcases;Total;Total habitantes;Personas.;17192
2634.0;Setenil de las Bodegas;Total;Total habitantes;Personas.;11034
78.0;Setiles;Total;Total habitantes;Personas.;19255
13009.0;Seu d'Urgell, La;Total;Total habitantes;Personas.;25203
3808.0;Seva;Total;Total habitantes;Personas.;08269
689423.0;Sevilla;Total;Total habitantes;Personas.;41091
9802.0;Sevilla la Nueva;Total;Total habitantes;Personas.;28141
635.0;Sevilleja de la Jara;Total;Total habitantes;Personas.;45162
760.0;Sidamon;Total;Total habitantes;Personas.;25205
38.0;Sienes;Total;Total habitantes;Personas.;19256
53049.0;Siero;Total;Total habitantes;Personas.;33066
41.0;Sierpe, La;Total;Total habitantes;Personas.;37309
