COD_INE;COD_GEO;COD_PROV;PROVINCIA;NOMBRE_ACTUAL;POBLACION_MUNI;SUPERFICIE;PERIMETRO;COD_INE_CAPITAL;CAPITAL;POBLACION_CAPITAL;LONGITUD_ETRS89_REGCAN95;LATITUD_ETRS89_REGCAN95;ALTITUD;COD_CA;COMUNIDAD_AUTONOMA
1001000000;1010;1;Araba/Álava;Alegría-Dulantzi;2961;1994,5872;35069;1001000101;Alegría-Dulantzi;2842;-2,512507724;42,84045247;568;16;País Vasco/Euskadi
1002000000;1020;1;Araba/Álava;Amurrio;10346;9617,86;65701;1002000201;Amurrio;9256;-3,001015194;43,05265767;217;16;País Vasco/Euskadi
1003000000;1030;1;Araba/Álava;Aramaio;1353;7308,96;42097;1003000601;Ibarra;731;-2,564829379;43,05257873;325;16;País Vasco/Euskadi
1004000000;1040;1;Araba/Álava;Artziniega;1868;2728,73;22886;1004000101;Artziniega;1732;-3,13052099;43,1217919;199;16;País Vasco/Euskadi
1006000000;1060;1;Araba/Álava;Armiñón;233;1297,27;24707;1006000101;Armiñón;106;-2,872270813;42,72340924;466;16;País Vasco/Euskadi
1008000000;1080;1;Araba/Álava;Arratzua-Ubarrundia;1058;5753,18;67180;1008000501;Durana;394;-2,640208161;42,88990689;514;16;País Vasco/Euskadi
1009000000;1090;1;Araba/Álava;Asparrena;1611;6510,76;53754;1009000401;Araia;1210;-2,317425972;42,88962423;603;16;País Vasco/Euskadi
1010000000;1100;1;Araba/Álava;Ayala/Aiara;2917;14098,25;64488;1010002001;Arespalditza/Respaldiza;425;-3,042683621;43,07792083;311;16;País Vasco/Euskadi
1011000000;1110;1;Araba/Álava;Baños de Ebro/Mañueta;292;950,39;18666;1011000101;Baños de Ebro/Mañueta;292;-2,679560658;42,53023483;428;16;País Vasco/Euskadi
1013000000;1130;1;Araba/Álava;Barrundia;882;9729,68;57551;1013001401;Ozaeta;201;-2,496599499;42,91759943;562;16;País Vasco/Euskadi
1014000000;1140;1;Araba/Álava;Berantevilla;475;3574,75;38696;1014000101;Berantevilla;324;-2,859369462;42,68269243;470;16;País Vasco/Euskadi
1016000000;1160;1;Araba/Álava;Bernedo;541;13048,2;85964;1016000301;Bernedo;174;-2,498883519;42,62644187;714;16;País Vasco/Euskadi
1017000000;1170;1;Araba/Álava;Campezo/Kanpezu;1071;8536,0875;53461;1017000501;Santa Cruz de Campezo/Santikurutze Kanpezu;794;-2,351267973;42,6700208;567;16;País Vasco/Euskadi
1018000000;1180;1;Araba/Álava;Zigoitia;1841;10201,45;48769;1018000901;Gopegi;281;-2,729743759;42,95770957;582;16;País Vasco/Euskadi
1019000000;1190;1;Araba/Álava;Kripan;175;1256,89;16071;1019000101;Kripan;175;-2,515660773;42,59166499;694;16;País Vasco/Euskadi
1020000000;1200;1;Araba/Álava;Kuartango;402;8408,7;44209;1020002001;Zuhatzu Kuartango;162;-2,887492118;42,86990022;553;16;País Vasco/Euskadi
1021000000;1210;1;Araba/Álava;Elburgo/Burgelu;641;3210,04;58545;1021000401;Elburgo/Burgelu;174;-2,545933;42,850282;540;16;País Vasco/Euskadi
1022000000;1220;1;Araba/Álava;Elciego;970;1625,58;21854;1022000101;Elciego;970;-2,618158173;42,51517189;458;16;País Vasco/Euskadi
1023000000;1230;1;Araba/Álava;Elvillar/Bilar;315;1750,2228;21190;1023000101;Elvillar/Bilar;315;-2,54478966;42,5693108;585;16;País Vasco/Euskadi
1027000000;1250;1;Araba/Álava;Iruraiz-Gauna;556;4712,8628;81139;1027000101;Azilu;27;-2,475996232;42,83131017;627;16;País Vasco/Euskadi
1028000000;1260;1;Araba/Álava;Labastida/Bastida;1573;3810,73;35903;1028000103;Labastida/Bastida;1380;-2,793199;42,590217;555;16;País Vasco/Euskadi
1030000000;1280;1;Araba/Álava;Lagrán;177;4562,02;34064;1030000101;Lagran;107;-2,584350717;42,62612082;753;16;País Vasco/Euskadi
1031000000;1290;1;Araba/Álava;Laguardia;1468;8093,55;84606;1031000202;Laguardia/Biasteri;1325;-2,585006293;42,5533855;634;16;País Vasco/Euskadi
1032000000;1300;1;Araba/Álava;Lanciego/Lantziego;706;2425,3;26407;1032000201;Lanciego/Lantziego;607;-2,512791745;42,56218527;536;16;País Vasco/Euskadi
1033000000;1310;1;Araba/Álava;Lapuebla de Labarca;895;605;12528;1033000101;Lapuebla de Labarca;895;-2,572925135;42,49365329;430;16;País Vasco/Euskadi
1034000000;1320;1;Araba/Álava;Leza;204;992,2543;14579;1034000101;Leza;172;-2,634860283;42,56512037;571;16;País Vasco/Euskadi
1036000000;1340;1;Araba/Álava;Laudio/Llodio;18063;3758,81;27677;1036000101;Laudio/Llodio;18063;-2,962806782;43,14320105;125;16;País Vasco/Euskadi
1037000000;1350;1;Araba/Álava;Arraia-Maeztu;818;12310,7942;59163;1037001001;Maeztu/Maestu;336;-2,444299;42,738527;649;16;País Vasco/Euskadi
1039000000;1360;1;Araba/Álava;Moreda de Álava/Moreda Araba;218;867,1106;12022;1039000101;Moreda de Álava/Moreda Araba;218;-2,408129211;42,5237608;445;16;País Vasco/Euskadi
1041000000;1380;1;Araba/Álava;Navaridas;200;891,6398;11775;1041000101;Navaridas;200;-2,62454944;42,54373653;514;16;País Vasco/Euskadi
1042000000;1390;1;Araba/Álava;Okondo;1180;3009,08;34612;1042000001;Eskauriatza;0;-3,019026823;43,1615513;135;16;País Vasco/Euskadi
1043000000;1400;1;Araba/Álava;Oyón-Oion;3541;4517,7474;42025;1043000301;Oion;3371;-2,436788;42,506067;435;16;País Vasco/Euskadi
1044000000;1410;1;Araba/Álava;Peñacerrada-Urizaharra;332;6215,43;42340;1044000601;Peñacerrada/Urizaharra;150;-2,713556409;42,64434353;748;16;País Vasco/Euskadi
1046000000;1430;1;Araba/Álava;Erriberagoitia/Ribera Alta;842;11982,3;83209;1046001901;Pobes;154;-2,907362586;42,80554817;516;16;País Vasco/Euskadi
1047000000;1440;1;Araba/Álava;Ribera Baja/Erriberabeitia;1493;2531,46;30540;1047000501;Ribabellosa;1179;-2,918688966;42,71228518;481;16;País Vasco/Euskadi
1049000000;1460;1;Araba/Álava;Añana;141;2192,3285;21681;1049000201;Salinas de Añana/Gesaltza Añana;126;-2,9865226;42,80237115;584;16;País Vasco/Euskadi
1051000000;1470;1;Araba/Álava;Agurain/Salvatierra;5173;3776,9884;37786;1051000601;Agurain/Salvatierra;5053;-2,389753;42,850452;608;16;País Vasco/Euskadi
1052000000;1480;1;Araba/Álava;Samaniego;292;1057,8;16515;1052000101;Samaniego;292;-2,679225962;42,56810945;571;16;País Vasco/Euskadi
1053000000;1490;1;Araba/Álava;San Millán/Donemiliaga;704;8539,21;107247;1053001101;Ordoñana/Erdoñana;46;-2,37748303;42,87257138;587;16;País Vasco/Euskadi
1054000000;1500;1;Araba/Álava;Urkabustaiz;1460;6104,77;38000;1054000701;Izarra;1105;-2,900347764;42,95239599;612;16;País Vasco/Euskadi
1055000000;1510;1;Araba/Álava;Valdegovía/Gaubea;1063;23823,44;104568;1055003001;Villanueva de Valdegovía;146;-3,098138822;42,84824666;553;16;País Vasco/Euskadi
1056000000;1520;1;Araba/Álava;Harana/Valle de Arana;213;3912,1857;37971;1056000101;Alda;27;-2,331923488;42,75439749;818;16;País Vasco/Euskadi
1057000000;1530;1;Araba/Álava;Villabuena de Álava/Eskuernaga;280;847,9289;14014;1057000101;Villabuena de Álava/Eskuernaga;280;-2,665446963;42,54890494;480;16;País Vasco/Euskadi
1058000000;1540;1;Araba/Álava;Legutio;2094;4586;37278;1058000601;Legutio;1551;-2,642728453;42,97783599;567;16;País Vasco/Euskadi
1059000000;1001;1;Araba/Álava;Vitoria-Gasteiz;260402;27696,48;112028;1059006301;Vitoria-Gasteiz;254777;-2,672340318;42,84682395;526;16;País Vasco/Euskadi
1060000000;1550;1;Araba/Álava;Yécora/Iekora;276;1880,2483;20919;1060000101;Yécora/Iekora;276;-2,47025534;42,56924393;692;16;País Vasco/Euskadi
1061000000;1560;1;Araba/Álava;Zalduondo;196;1188,87;21368;1061000101;Zalduondo;194;-2,347933788;42,88548624;606;16;País Vasco/Euskadi
1062000000;1570;1;Araba/Álava;Zambrana;452;3957,05;43901;1062000401;Zambrana;353;-2,877876362;42,66100415;460;16;País Vasco/Euskadi
1063000000;1580;1;Araba/Álava;Zuia;2365;12246,02;50714;1063001101;Murgia;1126;-2,81995968;42,95630575;616;16;País Vasco/Euskadi
1901000000;1245;1;Araba/Álava;Iruña Oka/Iruña de Oca;3697;5311,28;35133;1901000201;Nanclares de la Oca/Langraiz Oka;2567;-2,808334382;42,81803444;487;16;País Vasco/Euskadi
1902000000;1305;1;Araba/Álava;Lantarón;935;6745,49;63679;1902000401;Comunión/Komunioi;82;-2,96649719;42,71657557;482;16;País Vasco/Euskadi
2001000000;2010;2;Albacete;Abengibre;747;3076,9225;25257;2001000101;Abengibre;747;-1,54079588;39,20975159;646;8;Castilla-La Mancha
2002000000;2020;2;Albacete;Alatoz;506;6385,36;37234;2002000101;Alatoz;491;-1,36100986;39,09444837;850;8;Castilla-La Mancha
2003000000;2001;2;Albacete;Albacete;175068;112698,96;250011;2003000201;Albacete;167350;-1,855677516;38,99613428;681;8;Castilla-La Mancha
2004000000;2030;2;Albacete;Albatana;653;3052,82;22662;2004000101;Albatana;633;-1,522799778;38,57110118;583;8;Castilla-La Mancha
2005000000;2040;2;Albacete;Alborea;688;7186,76;36330;2005000101;Alborea;679;-1,395984585;39,27968339;696;8;Castilla-La Mancha
2006000000;2050;2;Albacete;Alcadozo;638;9958,7;53730;2006000101;Alcadozo;593;-1,980882925;38,64886541;925;8;Castilla-La Mancha
2007000000;2060;2;Albacete;Alcalá del Júcar;1156;14682,4446;51494;2007000101;Alcalá del Júcar;663;-1,429208744;39,19168065;539;8;Castilla-La Mancha
2008000000;2070;2;Albacete;Alcaraz;1281;37062,41;290208;2008000101;Alcaraz;1085;-2,491228503;38,665085;958;8;Castilla-La Mancha
2009000000;2080;2;Albacete;Almansa;24603;53240,79;93195;2009000101;Almansa;23816;-1,093666988;38,87007032;685;8;Castilla-La Mancha
2010000000;2090;2;Albacete;Alpera;2320;17837,79;56572;2010000101;Alpera;2302;-1,230195813;38,95950447;850;8;Castilla-La Mancha
2011000000;2100;2;Albacete;Ayna;575;14658,96;65701;2011000101;Ayna;409;-2,068874912;38,5516053;656;8;Castilla-La Mancha
2012000000;2110;2;Albacete;Balazote;2368;6515,3733;31749;2012000101;Balazote;2346;-2,149583869;38,88371081;764;8;Castilla-La Mancha
2013000000;2120;2;Albacete;Balsa de Ves;124;7589,23;40451;2013000101;Balsa de Ves;88;-1,195733025;39,26440287;749;8;Castilla-La Mancha
2014000000;2130;2;Albacete;El Ballestero;411;13869,3693;49399;2014000101;El Ballestero;399;-2,455110396;38,84174162;1022;8;Castilla-La Mancha
2015000000;2140;2;Albacete;Barrax;1872;18977,03;52778;2015000101;Barrax;1856;-2,200771729;39,04629241;732;8;Castilla-La Mancha
2016000000;2150;2;Albacete;Bienservida;549;9191,28;58978;2016000101;Bienservida;538;-2,611428683;38,51576879;896;8;Castilla-La Mancha
2017000000;2160;2;Albacete;Bogarra;730;16601,4619;77106;2017000201;Bogarra;529;-2,212994902;38,58170355;854;8;Castilla-La Mancha
2018000000;2170;2;Albacete;Bonete;948;12553,48;55884;2018000101;Bonete;945;-1,347425971;38,87143732;890;8;Castilla-La Mancha
2019000000;2180;2;Albacete;El Bonillo;2646;50286,73;154516;2019000101;El Bonillo;2609;-2,540370224;38,95065772;1065;8;Castilla-La Mancha
2020000000;2190;2;Albacete;Carcelén;490;7536,3731;38287;2020000101;Carcelén;437;-1,308754234;39,10212071;908;8;Castilla-La Mancha
2021000000;2200;2;Albacete;Casas de Juan Núñez;1421;8898,2779;42030;2021000101;Casas de Juan Núñez;1403;-1,557443989;39,10184136;705;8;Castilla-La Mancha
2022000000;2210;2;Albacete;Casas de Lázaro;297;11231,6773;70760;2022000201;Casas de Lázaro;212;-2,239471505;38,7710003;939;8;Castilla-La Mancha
2023000000;2220;2;Albacete;Casas de Ves;530;12540,85;69475;2023000101;Casas de Ves;529;-1,333949346;39,25913103;704;8;Castilla-La Mancha
2024000000;2230;2;Albacete;Casas-Ibáñez;4614;10325,14;56102;2024000101;Casas-Ibáñez;4602;-1,470085531;39,28776299;704;8;Castilla-La Mancha
2025000000;2240;2;Albacete;Caudete;10481;14123,86;49596;2025000101;Caudete;9715;-0,989022494;38,70384746;554;8;Castilla-La Mancha
2026000000;2250;2;Albacete;Cenizate;1167;6326,0153;35204;2026000101;Cenizate;1167;-1,661369435;39,30411742;704;8;Castilla-La Mancha
2027000000;2260;2;Albacete;Corral-Rubio;302;9475,5686;42347;2027000101;Corral-Rubio;270;-1,460420446;38,83482009;872;8;Castilla-La Mancha
2028000000;2270;2;Albacete;Cotillas;123;1446,9288;15802;2028000201;Cotillas;82;-2,506203588;38,43115109;936;8;Castilla-La Mancha
2029000000;2280;2;Albacete;Chinchilla de Monte-Aragón;4659;67927,33;163946;2029000201;Chinchilla de Monte-Aragón;3246;-1,724648889;38,92110241;880;8;Castilla-La Mancha
2030000000;2290;2;Albacete;Elche de la Sierra;3606;23972,04;87214;2030000101;Elche de la Sierra;3197;-2,047856656;38,4482521;629;8;Castilla-La Mancha
2031000000;2300;2;Albacete;Férez;604;12615,86;56954;2031000101;Férez;566;-2,009178451;38,35598559;681;8;Castilla-La Mancha
2032000000;2310;2;Albacete;Fuensanta;294;2411,25;26689;2032000101;Fuensanta;279;-2,068453029;39,2449841;693;8;Castilla-La Mancha
2033000000;2320;2;Albacete;Fuente-Álamo;2426;13337,12;45590;2033000101;Fuente-Álamo;2361;-1,431501442;38,69291562;822;8;Castilla-La Mancha
2034000000;2330;2;Albacete;Fuentealbilla;1798;10829,379;64740;2034000301;Fuentealbilla;1622;-1,548521576;39,26655637;657;8;Castilla-La Mancha
2035000000;2340;2;Albacete;La Gineta;2652;13713,52;49977;2035000101;La Gineta;2398;-1,996040561;39,11443927;686;8;Castilla-La Mancha
2036000000;2350;2;Albacete;Golosalvo;79;2817,6676;24505;2036000101;Golosalvo;79;-1,635625343;39,23864379;737;8;Castilla-La Mancha
2037000000;2360;2;Albacete;Hellín;30911;77929,12;152972;2037000501;Hellín;25430;-1,702431559;38,51224545;561;8;Castilla-La Mancha
2038000000;2370;2;Albacete;La Herrera;316;6342,58;42320;2038000201;La Herrera;272;-2,126325657;38,96165563;713;8;Castilla-La Mancha
2039000000;2380;2;Albacete;Higueruela;1142;20453,82;86516;2039000301;Higueruela;1116;-1,443104612;38,96179796;1008;8;Castilla-La Mancha
2040000000;2390;2;Albacete;Hoya-Gonzalo;582;11548,87;48199;2040000101;Hoya-Gonzalo;579;-1,556158148;38,95695937;927;8;Castilla-La Mancha
2041000000;2400;2;Albacete;Jorquera;358;6794,01;57197;2041000401;Jorquera;290;-1,520189377;39,17508729;625;8;Castilla-La Mancha
2042000000;2410;2;Albacete;Letur;908;26362,27;85101;2042000302;Letur;258;-2,101096519;38,36646658;736;8;Castilla-La Mancha
2043000000;2420;2;Albacete;Lezuza;1293;36061,17;86173;2043000101;Lezuza;797;-2,354437704;38,948979;913;8;Castilla-La Mancha
2044000000;2430;2;Albacete;Liétor;1050;31318,96;78992;2044000501;Liétor;983;-1,95448632;38,54076278;638;8;Castilla-La Mancha
2045000000;2440;2;Albacete;Madrigueras;4670;7334,55;35851;2045000101;Madrigueras;4640;-1,799925126;39,23728354;686;8;Castilla-La Mancha
2046000000;2450;2;Albacete;Mahora;1478;10814,91;48081;2046000101;Mahora;1442;-1,725972012;39,2127674;663;8;Castilla-La Mancha
2047000000;2460;2;Albacete;Masegoso;117;10387,0257;42914;2047000301;Masegoso;47;-2,317252163;38,71731899;1109;8;Castilla-La Mancha
2048000000;2470;2;Albacete;Minaya;1410;6998,11;47971;2048000101;Minaya;1401;-2,321118022;39,27187952;725;8;Castilla-La Mancha
2049000000;2480;2;Albacete;Molinicos;756;14358,37;71843;2049001101;Molinicos;403;-2,240022111;38,46620474;828;8;Castilla-La Mancha
2050000000;2490;2;Albacete;Montalvos;74;2466,13;23443;2050000101;Montalvos;71;-2,027371944;39,16611447;708;8;Castilla-La Mancha
2051000000;2500;2;Albacete;Montealegre del Castillo;2049;17741,17;54756;2051000101;Montealegre del Castillo;2033;-1,324689759;38,78693044;812;8;Castilla-La Mancha
2052000000;2510;2;Albacete;Motilleja;680;2382,44;24700;2052000101;Motilleja;679;-1,790616649;39,18017055;677;8;Castilla-La Mancha
2053000000;2520;2;Albacete;Munera;3358;23053,83;58734;2053000101;Munera;3337;-2,482705993;39,03997438;929;8;Castilla-La Mancha
2054000000;2530;2;Albacete;Navas de Jorquera;514;4225,9722;26041;2054000101;Navas de Jorquera;514;-1,721421493;39,27953998;704;8;Castilla-La Mancha
2055000000;2540;2;Albacete;Nerpio;1139;43631,84;101672;2055000901;Nerpio;683;-2,302116794;38,1480833;1080;8;Castilla-La Mancha
2056000000;2550;2;Albacete;Ontur;1892;5440,9;30491;2056000101;Ontur;1892;-1,498159602;38,61431455;649;8;Castilla-La Mancha
2057000000;2560;2;Albacete;Ossa de Montiel;2236;24370,76;69230;2057000201;Ossa de Montiel;2120;-2,74468282;38,96263379;903;8;Castilla-La Mancha
2058000000;2570;2;Albacete;Paterna del Madera;329;11233,8382;53946;2058000601;Paterna del Madera;261;-2,345821131;38,5974636;1131;8;Castilla-La Mancha
2059000000;2590;2;Albacete;Peñascosa;330;18925,8047;106221;2059000501;Peñascosa;205;-2,409353604;38,6716296;1168;8;Castilla-La Mancha
2060000000;2580;2;Albacete;Peñas de San Pedro;1493;15876,06;73331;2060000701;Peñas de San Pedro;1101;-2,002194089;38,72660538;1008;8;Castilla-La Mancha
2061000000;2600;2;Albacete;Pétrola;659;7460,7346;40804;2061000201;Pétrola;539;-1,55661056;38,82571043;872;8;Castilla-La Mancha
2062000000;2610;2;Albacete;Povedilla;379;4942,7325;35557;2062000101;Povedilla;361;-2,603154384;38,70119671;863;8;Castilla-La Mancha
2063000000;2630;2;Albacete;Pozohondo;1541;13642,45;49375;2063000501;Pozohondo;1010;-1,910308386;38,721017;868;8;Castilla-La Mancha
2064000000;2620;2;Albacete;Pozo-Lorente;394;8098,71;36438;2064000101;Pozo-Lorente;388;-1,506003568;39,07676242;767;8;Castilla-La Mancha
2065000000;2640;2;Albacete;Pozuelo;455;13397,79;48394;2065000201;Pozuelo;415;-2,101401833;38,80919665;848;8;Castilla-La Mancha
2066000000;2650;2;Albacete;La Recueja;215;2973,9107;39019;2066000101;La Recueja;215;-1,490977205;39,17530731;538;8;Castilla-La Mancha
2067000000;2660;2;Albacete;Riópar;1341;8100,28;56049;2067000401;Riópar;1155;-2,416793854;38,4989788;968;8;Castilla-La Mancha
2068000000;2670;2;Albacete;Robledo;390;12008,4392;51626;2068000301;Robledo;247;-2,450469454;38,75811044;1030;8;Castilla-La Mancha
2069000000;2680;2;Albacete;La Roda;15792;39788,07;132120;2069000101;La Roda;15615;-2,157391588;39,20769102;706;8;Castilla-La Mancha
2070000000;2690;2;Albacete;Salobre;444;4952,8648;39261;2070000201;Salobre;291;-2,549511582;38,59284674;914;8;Castilla-La Mancha
2071000000;2700;2;Albacete;San Pedro;1158;8311,597;37014;2071000401;San Pedro;1064;-2,187878809;38,82564488;847;8;Castilla-La Mancha
2072000000;2710;2;Albacete;Socovos;1654;13912,13;65485;2072000401;Socovos;1070;-1,984932625;38,33249411;738;8;Castilla-La Mancha
2073000000;2720;2;Albacete;Tarazona de la Mancha;6136;21267,16;67795;2073000101;Tarazona de la Mancha;6068;-1,912846935;39,26533717;708;8;Castilla-La Mancha
2074000000;2730;2;Albacete;Tobarra;8002;32521,78;79966;2074000601;Tobarra;6993;-1,692343591;38,58855057;628;8;Castilla-La Mancha
2075000000;2740;2;Albacete;Valdeganga;1985;7065,62;42767;2075000102;Valdeganga;1960;-1,676545178;39,13615464;666;8;Castilla-La Mancha
2076000000;2750;2;Albacete;Vianos;318;12805,18;91539;2076000102;Vianos;312;-2,499809493;38,63304195;1116;8;Castilla-La Mancha
2077000000;2760;2;Albacete;Villa de Ves;50;5775,64;37832;2077000101;Villa de Ves;38;-1,260678668;39,22277759;743;8;Castilla-La Mancha
2078000000;2770;2;Albacete;Villalgordo del Júcar;1177;4668,4938;32688;2078000101;Villalgordo del Júcar;1156;-2,063038189;39,29584098;683;8;Castilla-La Mancha
2079000000;2780;2;Albacete;Villamalea;4072;12832,89;63758;2079000103;Villamalea;4063;-1,598507435;39,36163041;739;8;Castilla-La Mancha
2080000000;2790;2;Albacete;Villapalacios;543;8747,7445;41446;2080000101;Villapalacios;542;-2,63465416;38,57484002;837;8;Castilla-La Mancha
2081000000;2800;2;Albacete;Villarrobledo;25418;86239,48;141054;2081000301;Villarrobledo;24801;-2,60438292;39,26441873;724;8;Castilla-La Mancha
2082000000;2810;2;Albacete;Villatoya;114;1867,36;21565;2082000201;Villatoya;76;-1,33840296;39,333698;407;8;Castilla-La Mancha
2083000000;2820;2;Albacete;Villavaliente;191;3484,1712;30502;2083000101;Villavaliente;191;-1,458065191;39,12526307;726;8;Castilla-La Mancha
2084000000;2830;2;Albacete;Villaverde de Guadalimar;326;6928,96;39791;2084000501;Villaverde de Guadalimar;206;-2,518480636;38,456169;799;8;Castilla-La Mancha
2085000000;2840;2;Albacete;Viveros;294;6536,6666;45479;2085000101;Viveros;294;-2,575466064;38,77374417;1008;8;Castilla-La Mancha
2086000000;2850;2;Albacete;Yeste;2482;51319,45;125202;2086001401;Yeste;1429;-2,31896;38,3668;878;8;Castilla-La Mancha
2901000000;2615;2;Albacete;Pozo Cañada;2710;11683,38;69208;2901000101;Pozo Cañada;2682;-1,733102562;38,80375242;802;8;Castilla-La Mancha
3001000000;3005;3;Alacant/Alicante;l'Atzúbia;601;1466,9574;18376;3001000101;l'Atzúbia;342;-0,150968198;38,84749036;97;10;Comunitat Valenciana
3002000000;3010;3;Alacant/Alicante;Agost;5224;6663,5352;40007;3002000101;Agost;4138;-0,638549507;38,43926835;325;10;Comunitat Valenciana
3003000000;3015;3;Alacant/Alicante;Agres;625;2583,659;20529;3003000101;Agres;471;-0,515475195;38,77999725;720;10;Comunitat Valenciana
3004000000;3020;3;Alacant/Alicante;Aigües;1187;1847,2816;20622;3004000101;Aigües;711;-0,363906901;38,50044242;330;10;Comunitat Valenciana
3005000000;3025;3;Alacant/Alicante;Albatera;13476;6187,71;35312;3005000101;Albatera;12317;-0,869139957;38,1782536;14;10;Comunitat Valenciana
3006000000;3030;3;Alacant/Alicante;Alcalalí;1405;1438,43;21810;3006000101;Alcalalí;412;-0,041028409;38,74956142;226;10;Comunitat Valenciana
3007000000;3035;3;Alacant/Alicante;Alcosser;263;438,7155;9164;3007000101;Alcosser;132;-0,402548268;38,79500232;352;10;Comunitat Valenciana
3008000000;3040;3;Alacant/Alicante;Alcoleja;186;1455,8836;19193;3008000101;Alcoleja;163;-0,330977622;38,67482449;739;10;Comunitat Valenciana
3009000000;3045;3;Alacant/Alicante;Alcoi/Alcoy;61613;12995,53;58840;3009000101;Alcoi/Alcoy;59687;-0,473163128;38,69764173;564;10;Comunitat Valenciana
3010000000;3050;3;Alacant/Alicante;Alfafara;417;1977,7677;18603;3010000101;Alfafara;378;-0,555594302;38,77300983;580;10;Comunitat Valenciana
3011000000;3055;3;Alacant/Alicante;l'Alfàs del Pi;21046;1925,9507;20927;3011000102;l'Alfàs del Pi;5468;-0,101819775;38,57965958;86;10;Comunitat Valenciana
3012000000;3060;3;Alacant/Alicante;Algorfa;3749;1847,09;29362;3012000101;Algorfa;1849;-0,796325109;38,08674432;24;10;Comunitat Valenciana
3013000000;3065;3;Alacant/Alicante;Algueña;1327;1810,81;29289;3013000101;Algueña;1243;-1,003219376;38,33881696;531;10;Comunitat Valenciana
3014000000;3001;3;Alacant/Alicante;Alacant/Alicante;365586;20257,55;151872;3014000201;Alacant/Alicante;351893;-0,481365702;38,34530726;4;10;Comunitat Valenciana
3015000000;3070;3;Alacant/Alicante;Almoradí;22874;4264,73;53879;3015000101;Almoradí;20350;-0,791907814;38,10978717;10;10;Comunitat Valenciana
3016000000;3075;3;Alacant/Alicante;Almudaina;127;882,0194;12317;3016000101;Almudaina;122;-0,35362175;38,76093056;578;10;Comunitat Valenciana
3017000000;3080;3;Alacant/Alicante;l'Alqueria d'Asnar;519;108,3702;9555;3017000101;l'Alqueria d'Asnar;495;-0,424795621;38,77237881;356;10;Comunitat Valenciana
3018000000;3085;3;Alacant/Alicante;Altea;24731;3465,36;35786;3018000102;Altea;15691;-0,047463939;38,60218697;8;10;Comunitat Valenciana
3019000000;3090;3;Alacant/Alicante;Aspe;22354;7057,09;38464;3019000101;Aspe;19461;-0,768979866;38,34608788;234;10;Comunitat Valenciana
3020000000;3095;3;Alacant/Alicante;Balones;133;1125;17176;3020000101;Balones;130;-0,34338314;38,73617429;658;10;Comunitat Valenciana
3021000000;3100;3;Alacant/Alicante;Banyeres de Mariola;7336;5027,5886;39273;3021000101;Banyeres de Mariola;7093;-0,65698564;38,71636768;812;10;Comunitat Valenciana
3022000000;3105;3;Alacant/Alicante;Benasau;174;904,039;16402;3022000202;Benasau;151;-0,343391915;38,69040571;695;10;Comunitat Valenciana
3023000000;3110;3;Alacant/Alicante;Beneixama;1704;3488,8204;26678;3023000101;Beneixama;1652;-0,766001783;38,69972662;589;10;Comunitat Valenciana
3024000000;3115;3;Alacant/Alicante;Benejúzar;5829;932,7958;15599;3024000101;Benejúzar;5829;-0,837706789;38,07769886;25;10;Comunitat Valenciana
3025000000;3120;3;Alacant/Alicante;Benferri;2098;1237,15;16682;3025000101;Benferri;1493;-0,961426771;38,14219964;53;10;Comunitat Valenciana
3026000000;3125;3;Alacant/Alicante;Beniarbeig;2540;739,78;17567;3026000101;Beniarbeig;2387;-0,00196645;38,8224137;41;10;Comunitat Valenciana
3027000000;3130;3;Alacant/Alicante;Beniardà;233;1573,9453;21110;3027000101;Beniardà;183;-0,216490894;38,68349937;467;10;Comunitat Valenciana
3028000000;3135;3;Alacant/Alicante;Beniarrés;1116;2021,3756;20473;3028000101;Beniarrés;1066;-0,379373765;38,81989967;383;10;Comunitat Valenciana
3029000000;3140;3;Alacant/Alicante;Benigembla;581;1845,4265;17576;3029000101;Benigembla;310;-0,11030968;38,75588056;313;10;Comunitat Valenciana
3030000000;3145;3;Alacant/Alicante;Benidoleig;1274;748,4278;13133;3030000101;Benidoleig;755;-0,03067455;38,79115632;133;10;Comunitat Valenciana
3031000000;3150;3;Alacant/Alicante;Benidorm;77211;3850,9874;39091;3031000102;Benidorm;75263;-0,128632118;38,53943511;12;10;Comunitat Valenciana
3032000000;3155;3;Alacant/Alicante;Benifallim;130;1368,8379;18200;3032000101;Benifallim;119;-0,39953706;38,66275941;738;10;Comunitat Valenciana
3033000000;3160;3;Alacant/Alicante;Benifato;160;1188,0505;15536;3033000101;Benifato;98;-0,229182222;38,67362891;661;10;Comunitat Valenciana
3034000000;3165;3;Alacant/Alicante;Benijófar;3696;435,9954;8848;3034000101;Benijófar;2689;-0,736710396;38,07777919;37;10;Comunitat Valenciana
3035000000;3170;3;Alacant/Alicante;Benilloba;746;953,8103;16495;3035000101;Benilloba;671;-0,390721569;38,69955403;529;10;Comunitat Valenciana
3036000000;3175;3;Alacant/Alicante;Benillup;111;337,8822;10655;3036000101;Benillup;107;-0,379040174;38,75341106;559;10;Comunitat Valenciana
3037000000;3180;3;Alacant/Alicante;Benimantell;544;3792,79;42148;3037000101;Benimantell;404;-0,209682939;38,67665462;547;10;Comunitat Valenciana
