COD_PROV,PROVINCIA,Anyo,Periodo,pernoctaciones,viajeros,_meta.fecha_extraccion
18,Granada,2026,M06,6319.0,3316.0,2026-09-14T13:39:22.163107
18,Granada,2026,M07,9554.0,3617.0,2026-09-14T13:39:22.163107
19,Guadalajara,2025,M01,7093.0,3123.0,2026-09-14T13:39:22.163107
19,Guadalajara,2025,M02,11924.0,6465.0,2026-09-14T13:39:22.163107
19,Guadalajara,2025,M03,14448.0,6453.0,2026-09-14T13:39:22.163107
19,Guadalajara,2025,M04,22121.0,8959.0,2026-09-14T13:39:22.163107
19,Guadalajara,2025,M05,18451.0,9072.0,2026-09-14T13:39:22.163107
19,Guadalajara,2025,M06,16167.0,7964.0,2026-09-14T13:39:22.163107
19,Guadalajara,2025,M07,21313.0,9653.0,2026-09-14T13:39:22.163107
19,Guadalajara,2025,M08,22582.0,8857.0,2026-09-14T13:39:22.163107
19,Guadalajara,2025,M09,15937.0,7990.0,2026-09-14T13:39:22.163107
19,Guadalajara,2025,M10,17808.0,9481.0,2026-09-14T13:39:22.163107
19,Guadalajara,2025,M11,15105.0,7435.0,2026-09-14T13:39:22.163107
19,Guadalajara,2025,M12,17776.0,8676.0,2026-09-14T13:39:22.163107
19,Guadalajara,2026,M01,5386.0,2789.0,2026-09-14T13:39:22.163107
19,Guadalajara,2026,M02,7847.0,4467.0,2026-09-14T13:39:22.163107
19,Guadalajara,2026,M03,13215.0,5200.0,2026-09-14T13:39:22.163107
19,Guadalajara,2026,M04,17453.0,6921.0,2026-09-14T13:39:22.163107
19,Guadalajara,2026,M05,14411.0,7650.0,2026-09-14T13:39:22.163107
19,Guadalajara,2026,M06,18380.0,8329.0,2026-09-14T13:39:22.163107
19,Guadalajara,2026,M07,23338.0,9099.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2025,M01,4185.0,1737.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2025,M02,5116.0,2797.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2025,M03,9571.0,4348.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2025,M04,13851.0,5283.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2025,M05,13623.0,5609.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2025,M06,15634.0,5911.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2025,M07,24826.0,6392.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2025,M08,35769.0,8078.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2025,M09,15189.0,5187.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2025,M10,11306.0,4475.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2025,M11,9147.0,4003.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2025,M12,10617.0,4050.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2026,M01,4473.0,1422.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2026,M02,5363.0,2559.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2026,M03,9403.0,3885.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2026,M04,9587.0,3679.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2026,M05,10509.0,4250.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2026,M06,9741.0,3895.0,2026-09-14T13:39:22.163107
20,Gipuzkoa,2026,M07,23633.0,5708.0,2026-09-14T13:39:22.163107
21,Huelva,2025,M01,4451.0,1900.0,2026-09-14T13:39:22.163107
21,Huelva,2025,M02,4787.0,2568.0,2026-09-14T13:39:22.163107
21,Huelva,2025,M03,3841.0,2110.0,2026-09-14T13:39:22.163107
21,Huelva,2025,M04,5866.0,2345.0,2026-09-14T13:39:22.163107
21,Huelva,2025,M05,4843.0,2365.0,2026-09-14T13:39:22.163107
21,Huelva,2025,M06,5805.0,2144.0,2026-09-14T13:39:22.163107
21,Huelva,2025,M07,7369.0,2879.0,2026-09-14T13:39:22.163107
21,Huelva,2025,M08,9394.0,3295.0,2026-09-14T13:39:22.163107
21,Huelva,2025,M09,5146.0,2388.0,2026-09-14T13:39:22.163107
21,Huelva,2025,M10,7124.0,3451.0,2026-09-14T13:39:22.163107
21,Huelva,2025,M11,7442.0,4094.0,2026-09-14T13:39:22.163107
21,Huelva,2025,M12,6637.0,3126.0,2026-09-14T13:39:22.163107
21,Huelva,2026,M01,5029.0,2717.0,2026-09-14T13:39:22.163107
21,Huelva,2026,M02,6015.0,3427.0,2026-09-14T13:39:22.163107
21,Huelva,2026,M03,5526.0,3076.0,2026-09-14T13:39:22.163107
21,Huelva,2026,M04,6198.0,3042.0,2026-09-14T13:39:22.163107
21,Huelva,2026,M05,6400.0,2774.0,2026-09-14T13:39:22.163107
21,Huelva,2026,M06,6549.0,3363.0,2026-09-14T13:39:22.163107
21,Huelva,2026,M07,8537.0,3508.0,2026-09-14T13:39:22.163107
22,Huesca,2025,M01,10599.0,4221.0,2026-09-14T13:39:22.163107
22,Huesca,2025,M02,15889.0,7174.0,2026-09-14T13:39:22.163107
22,Huesca,2025,M03,12515.0,6002.0,2026-09-14T13:39:22.163107
22,Huesca,2025,M04,20810.0,7024.0,2026-09-14T13:39:22.163107
22,Huesca,2025,M05,14846.0,5582.0,2026-09-14T13:39:22.163107
22,Huesca,2025,M06,18914.0,7638.0,2026-09-14T13:39:22.163107
22,Huesca,2025,M07,34821.0,10172.0,2026-09-14T13:39:22.163107
22,Huesca,2025,M08,60291.0,14199.0,2026-09-14T13:39:22.163107
22,Huesca,2025,M09,18947.0,7041.0,2026-09-14T13:39:22.163107
22,Huesca,2025,M10,17749.0,7461.0,2026-09-14T13:39:22.163107
22,Huesca,2025,M11,11958.0,5663.0,2026-09-14T13:39:22.163107
22,Huesca,2025,M12,22392.0,7333.0,2026-09-14T13:39:22.163107
22,Huesca,2026,M01,13568.0,5010.0,2026-09-14T13:39:22.163107
22,Huesca,2026,M02,19553.0,6998.0,2026-09-14T13:39:22.163107
22,Huesca,2026,M03,17662.0,6459.0,2026-09-14T13:39:22.163107
22,Huesca,2026,M04,21794.0,8060.0,2026-09-14T13:39:22.163107
22,Huesca,2026,M05,18221.0,7806.0,2026-09-14T13:39:22.163107
22,Huesca,2026,M06,20243.0,8150.0,2026-09-14T13:39:22.163107
22,Huesca,2026,M07,38629.0,10221.0,2026-09-14T13:39:22.163107
23,Jaén,2025,M01,3240.0,1575.0,2026-09-14T13:39:22.163107
23,Jaén,2025,M02,3988.0,1982.0,2026-09-14T13:39:22.163107
23,Jaén,2025,M03,3977.0,2076.0,2026-09-14T13:39:22.163107
23,Jaén,2025,M04,6570.0,2630.0,2026-09-14T13:39:22.163107
23,Jaén,2025,M05,4661.0,2030.0,2026-09-14T13:39:22.163107
23,Jaén,2025,M06,4136.0,1960.0,2026-09-14T13:39:22.163107
23,Jaén,2025,M07,8327.0,2931.0,2026-09-14T13:39:22.163107
23,Jaén,2025,M08,13749.0,3883.0,2026-09-14T13:39:22.163107
23,Jaén,2025,M09,5504.0,2210.0,2026-09-14T13:39:22.163107
23,Jaén,2025,M10,5133.0,2429.0,2026-09-14T13:39:22.163107
23,Jaén,2025,M11,5193.0,2476.0,2026-09-14T13:39:22.163107
23,Jaén,2025,M12,8084.0,3483.0,2026-09-14T13:39:22.163107
23,Jaén,2026,M01,3942.0,1815.0,2026-09-14T13:39:22.163107
23,Jaén,2026,M02,3641.0,1886.0,2026-09-14T13:39:22.163107
23,Jaén,2026,M03,4085.0,2111.0,2026-09-14T13:39:22.163107
23,Jaén,2026,M04,8845.0,3706.0,2026-09-14T13:39:22.163107
23,Jaén,2026,M05,7054.0,3718.0,2026-09-14T13:39:22.163107
23,Jaén,2026,M06,7381.0,3706.0,2026-09-14T13:39:22.163107
23,Jaén,2026,M07,11018.0,4386.0,2026-09-14T13:39:22.163107
24,León,2025,M01,3867.0,2152.0,2026-09-14T13:39:22.163107
24,León,2025,M02,5775.0,3114.0,2026-09-14T13:39:22.163107
24,León,2025,M03,5735.0,3171.0,2026-09-14T13:39:22.163107
24,León,2025,M04,12548.0,5746.0,2026-09-14T13:39:22.163107
24,León,2025,M05,13305.0,7602.0,2026-09-14T13:39:22.163107
24,León,2025,M06,11158.0,7017.0,2026-09-14T13:39:22.163107
24,León,2025,M07,20480.0,9314.0,2026-09-14T13:39:22.163107
24,León,2025,M08,34420.0,10172.0,2026-09-14T13:39:22.163107
24,León,2025,M09,8652.0,4664.0,2026-09-14T13:39:22.163107
24,León,2025,M10,10141.0,5505.0,2026-09-14T13:39:22.163107
24,León,2025,M11,7899.0,4076.0,2026-09-14T13:39:22.163107
24,León,2025,M12,11866.0,4826.0,2026-09-14T13:39:22.163107
24,León,2026,M01,6078.0,2809.0,2026-09-14T13:39:22.163107
24,León,2026,M02,7805.0,3727.0,2026-09-14T13:39:22.163107
24,León,2026,M03,11363.0,5679.0,2026-09-14T13:39:22.163107
24,León,2026,M04,17432.0,7519.0,2026-09-14T13:39:22.163107
24,León,2026,M05,15453.0,7409.0,2026-09-14T13:39:22.163107
24,León,2026,M06,16294.0,7279.0,2026-09-14T13:39:22.163107
24,León,2026,M07,26668.0,10373.0,2026-09-14T13:39:22.163107
25,Lleida,2025,M01,11474.0,4903.0,2026-09-14T13:39:22.163107
25,Lleida,2025,M02,12089.0,5740.0,2026-09-14T13:39:22.163107
25,Lleida,2025,M03,9796.0,4905.0,2026-09-14T13:39:22.163107
25,Lleida,2025,M04,14301.0,5164.0,2026-09-14T13:39:22.163107
25,Lleida,2025,M05,12710.0,6131.0,2026-09-14T13:39:22.163107
25,Lleida,2025,M06,18310.0,7453.0,2026-09-14T13:39:22.163107
25,Lleida,2025,M07,21039.0,7392.0,2026-09-14T13:39:22.163107
25,Lleida,2025,M08,38590.0,9492.0,2026-09-14T13:39:22.163107
25,Lleida,2025,M09,15141.0,6206.0,2026-09-14T13:39:22.163107
25,Lleida,2025,M10,12964.0,6867.0,2026-09-14T13:39:22.163107
25,Lleida,2025,M11,11251.0,5387.0,2026-09-14T13:39:22.163107
25,Lleida,2025,M12,19474.0,7726.0,2026-09-14T13:39:22.163107
25,Lleida,2026,M01,12327.0,4327.0,2026-09-14T13:39:22.163107
25,Lleida,2026,M02,11496.0,4452.0,2026-09-14T13:39:22.163107
25,Lleida,2026,M03,15991.0,6042.0,2026-09-14T13:39:22.163107
25,Lleida,2026,M04,17617.0,8186.0,2026-09-14T13:39:22.163107
25,Lleida,2026,M05,16096.0,7608.0,2026-09-14T13:39:22.163107
25,Lleida,2026,M06,20044.0,9378.0,2026-09-14T13:39:22.163107
25,Lleida,2026,M07,23793.0,9939.0,2026-09-14T13:39:22.163107
26,La Rioja,2025,M01,2011.0,993.0,2026-09-14T13:39:22.163107
26,La Rioja,2025,M02,3264.0,1821.0,2026-09-14T13:39:22.163107
26,La Rioja,2025,M03,4193.0,2388.0,2026-09-14T13:39:22.163107
26,La Rioja,2025,M04,6537.0,2844.0,2026-09-14T13:39:22.163107
26,La Rioja,2025,M05,6228.0,2865.0,2026-09-14T13:39:22.163107
26,La Rioja,2025,M06,4500.0,2511.0,2026-09-14T13:39:22.163107
26,La Rioja,2025,M07,8053.0,3706.0,2026-09-14T13:39:22.163107
26,La Rioja,2025,M08,11888.0,3589.0,2026-09-14T13:39:22.163107
26,La Rioja,2025,M09,4544.0,2283.0,2026-09-14T13:39:22.163107
26,La Rioja,2025,M10,6157.0,3190.0,2026-09-14T13:39:22.163107
26,La Rioja,2025,M11,4609.0,2262.0,2026-09-14T13:39:22.163107
26,La Rioja,2025,M12,6313.0,2540.0,2026-09-14T13:39:22.163107
26,La Rioja,2026,M01,1735.0,806.0,2026-09-14T13:39:22.163107
26,La Rioja,2026,M02,2873.0,1334.0,2026-09-14T13:39:22.163107
26,La Rioja,2026,M03,3543.0,1734.0,2026-09-14T13:39:22.163107
26,La Rioja,2026,M04,5418.0,2377.0,2026-09-14T13:39:22.163107
26,La Rioja,2026,M05,6100.0,3001.0,2026-09-14T13:39:22.163107
26,La Rioja,2026,M06,4349.0,2206.0,2026-09-14T13:39:22.163107
26,La Rioja,2026,M07,6202.0,2443.0,2026-09-14T13:39:22.163107
27,Lugo,2025,M01,1477.0,840.0,2026-09-14T13:39:22.163107
27,Lugo,2025,M02,1995.0,1251.0,2026-09-14T13:39:22.163107
27,Lugo,2025,M03,2360.0,1550.0,2026-09-14T13:39:22.163107
27,Lugo,2025,M04,5443.0,3294.0,2026-09-14T13:39:22.163107
27,Lugo,2025,M05,4556.0,2500.0,2026-09-14T13:39:22.163107
27,Lugo,2025,M06,5790.0,3015.0,2026-09-14T13:39:22.163107
27,Lugo,2025,M07,12153.0,5280.0,2026-09-14T13:39:22.163107
27,Lugo,2025,M08,16706.0,6814.0,2026-09-14T13:39:22.163107
27,Lugo,2025,M09,6427.0,3084.0,2026-09-14T13:39:22.163107
27,Lugo,2025,M10,4006.0,2262.0,2026-09-14T13:39:22.163107
27,Lugo,2025,M11,2683.0,1342.0,2026-09-14T13:39:22.163107
27,Lugo,2025,M12,1901.0,904.0,2026-09-14T13:39:22.163107
27,Lugo,2026,M01,1933.0,1024.0,2026-09-14T13:39:22.163107
27,Lugo,2026,M02,1740.0,944.0,2026-09-14T13:39:22.163107
27,Lugo,2026,M03,3192.0,1769.0,2026-09-14T13:39:22.163107
27,Lugo,2026,M04,4453.0,2753.0,2026-09-14T13:39:22.163107
27,Lugo,2026,M05,3677.0,2493.0,2026-09-14T13:39:22.163107
27,Lugo,2026,M06,5512.0,2784.0,2026-09-14T13:39:22.163107
27,Lugo,2026,M07,10375.0,4633.0,2026-09-14T13:39:22.163107
28,Madrid,2025,M01,14933.0,9948.0,2026-09-14T13:39:22.163107
28,Madrid,2025,M02,15622.0,10495.0,2026-09-14T13:39:22.163107
28,Madrid,2025,M03,16699.0,10344.0,2026-09-14T13:39:22.163107
28,Madrid,2025,M04,21236.0,12023.0,2026-09-14T13:39:22.163107
28,Madrid,2025,M05,22119.0,11825.0,2026-09-14T13:39:22.163107
28,Madrid,2025,M06,26285.0,14798.0,2026-09-14T13:39:22.163107
28,Madrid,2025,M07,23516.0,12115.0,2026-09-14T13:39:22.163107
28,Madrid,2025,M08,30551.0,12640.0,2026-09-14T13:39:22.163107
28,Madrid,2025,M09,22736.0,12789.0,2026-09-14T13:39:22.163107
28,Madrid,2025,M10,24202.0,13159.0,2026-09-14T13:39:22.163107
28,Madrid,2025,M11,20065.0,12129.0,2026-09-14T13:39:22.163107
28,Madrid,2025,M12,24970.0,14095.0,2026-09-14T13:39:22.163107
28,Madrid,2026,M01,17983.0,10360.0,2026-09-14T13:39:22.163107
28,Madrid,2026,M02,17977.0,9586.0,2026-09-14T13:39:22.163107
28,Madrid,2026,M03,19477.0,10699.0,2026-09-14T13:39:22.163107
28,Madrid,2026,M04,20980.0,11250.0,2026-09-14T13:39:22.163107
28,Madrid,2026,M05,23872.0,14209.0,2026-09-14T13:39:22.163107
28,Madrid,2026,M06,23188.0,13510.0,2026-09-14T13:39:22.163107
28,Madrid,2026,M07,23973.0,11979.0,2026-09-14T13:39:22.163107
29,Málaga,2025,M01,12487.0,8035.0,2026-09-14T13:39:22.163107
29,Málaga,2025,M02,4077.0,2047.0,2026-09-14T13:39:22.163107
29,Málaga,2025,M03,10474.0,4527.0,2026-09-14T13:39:22.163107
29,Málaga,2025,M04,20348.0,6936.0,2026-09-14T13:39:22.163107
29,Málaga,2025,M05,7616.0,2870.0,2026-09-14T13:39:22.163107
29,Málaga,2025,M06,34141.0,7623.0,2026-09-14T13:39:22.163107
29,Málaga,2025,M07,42302.0,10136.0,2026-09-14T13:39:22.163107
29,Málaga,2025,M08,46670.0,10263.0,2026-09-14T13:39:22.163107
29,Málaga,2025,M09,27589.0,6495.0,2026-09-14T13:39:22.163107
29,Málaga,2025,M10,9610.0,2708.0,2026-09-14T13:39:22.163107
29,Málaga,2025,M11,8563.0,3165.0,2026-09-14T13:39:22.163107
29,Málaga,2025,M12,16410.0,5708.0,2026-09-14T13:39:22.163107
29,Málaga,2026,M01,9728.0,4584.0,2026-09-14T13:39:22.163107
29,Málaga,2026,M02,10006.0,4270.0,2026-09-14T13:39:22.163107
29,Málaga,2026,M03,10121.0,4367.0,2026-09-14T13:39:22.163107
29,Málaga,2026,M04,10006.0,3468.0,2026-09-14T13:39:22.163107
29,Málaga,2026,M05,10088.0,3678.0,2026-09-14T13:39:22.163107
29,Málaga,2026,M06,21906.0,5381.0,2026-09-14T13:39:22.163107
29,Málaga,2026,M07,49301.0,8254.0,2026-09-14T13:39:22.163107
30,Murcia,2025,M01,5371.0,2639.0,2026-09-14T13:39:22.163107
30,Murcia,2025,M02,7222.0,3837.0,2026-09-14T13:39:22.163107
30,Murcia,2025,M03,5802.0,2684.0,2026-09-14T13:39:22.163107
30,Murcia,2025,M04,8030.0,3357.0,2026-09-14T13:39:22.163107
30,Murcia,2025,M05,7465.0,3672.0,2026-09-14T13:39:22.163107
30,Murcia,2025,M06,10625.0,4596.0,2026-09-14T13:39:22.163107
30,Murcia,2025,M07,18447.0,5875.0,2026-09-14T13:39:22.163107
30,Murcia,2025,M08,28748.0,7054.0,2026-09-14T13:39:22.163107
30,Murcia,2025,M09,6724.0,3396.0,2026-09-14T13:39:22.163107
30,Murcia,2025,M10,7242.0,3551.0,2026-09-14T13:39:22.163107
30,Murcia,2025,M11,8175.0,3546.0,2026-09-14T13:39:22.163107
30,Murcia,2025,M12,10644.0,5072.0,2026-09-14T13:39:22.163107
30,Murcia,2026,M01,7853.0,3694.0,2026-09-14T13:39:22.163107
30,Murcia,2026,M02,6330.0,3222.0,2026-09-14T13:39:22.163107
30,Murcia,2026,M03,5856.0,2717.0,2026-09-14T13:39:22.163107
30,Murcia,2026,M04,7378.0,3209.0,2026-09-14T13:39:22.163107
30,Murcia,2026,M05,5761.0,2905.0,2026-09-14T13:39:22.163107
30,Murcia,2026,M06,6850.0,3365.0,2026-09-14T13:39:22.163107
30,Murcia,2026,M07,13234.0,4926.0,2026-09-14T13:39:22.163107
31,Navarra,2025,M01,13346.0,5825.0,2026-09-14T13:39:22.163107
31,Navarra,2025,M02,9983.0,3499.0,2026-09-14T13:39:22.163107
31,Navarra,2025,M03,15717.0,7942.0,2026-09-14T13:39:22.163107
31,Navarra,2025,M04,31415.0,11581.0,2026-09-14T13:39:22.163107
31,Navarra,2025,M05,32687.0,12487.0,2026-09-14T13:39:22.163107
31,Navarra,2025,M06,25274.0,10610.0,2026-09-14T13:39:22.163107
31,Navarra,2025,M07,47024.0,11872.0,2026-09-14T13:39:22.163107
31,Navarra,2025,M08,72044.0,14930.0,2026-09-14T13:39:22.163107
31,Navarra,2025,M09,29936.0,10747.0,2026-09-14T13:39:22.163107
31,Navarra,2025,M10,34045.0,13595.0,2026-09-14T13:39:22.163107
31,Navarra,2025,M11,26277.0,11575.0,2026-09-14T13:39:22.163107
31,Navarra,2025,M12,34618.0,12186.0,2026-09-14T13:39:22.163107
31,Navarra,2026,M01,16123.0,6959.0,2026-09-14T13:39:22.163107
31,Navarra,2026,M02,16450.0,8526.0,2026-09-14T13:39:22.163107
31,Navarra,2026,M03,21914.0,9339.0,2026-09-14T13:39:22.163107
31,Navarra,2026,M04,32532.0,11839.0,2026-09-14T13:39:22.163107
31,Navarra,2026,M05,27326.0,11847.0,2026-09-14T13:39:22.163107
31,Navarra,2026,M06,27680.0,9591.0,2026-09-14T13:39:22.163107
31,Navarra,2026,M07,51591.0,11673.0,2026-09-14T13:39:22.163107
32,Ourense,2025,M01,1051.0,699.0,2026-09-14T13:39:22.163107
32,Ourense,2025,M02,1667.0,1260.0,2026-09-14T13:39:22.163107
32,Ourense,2025,M03,1775.0,1169.0,2026-09-14T13:39:22.163107
32,Ourense,2025,M04,3168.0,1745.0,2026-09-14T13:39:22.163107
32,Ourense,2025,M05,2749.0,1529.0,2026-09-14T13:39:22.163107
32,Ourense,2025,M06,2489.0,1323.0,2026-09-14T13:39:22.163107
32,Ourense,2025,M07,4631.0,2303.0,2026-09-14T13:39:22.163107
32,Ourense,2025,M08,8453.0,3233.0,2026-09-14T13:39:22.163107
32,Ourense,2025,M09,3508.0,1666.0,2026-09-14T13:39:22.163107
32,Ourense,2025,M10,3613.0,2032.0,2026-09-14T13:39:22.163107
32,Ourense,2025,M11,2617.0,1696.0,2026-09-14T13:39:22.163107
32,Ourense,2025,M12,2452.0,1597.0,2026-09-14T13:39:22.163107
32,Ourense,2026,M01,1823.0,1349.0,2026-09-14T13:39:22.163107
32,Ourense,2026,M02,1849.0,1335.0,2026-09-14T13:39:22.163107
32,Ourense,2026,M03,1986.0,1324.0,2026-09-14T13:39:22.163107
32,Ourense,2026,M04,3179.0,1894.0,2026-09-14T13:39:22.163107
32,Ourense,2026,M05,3339.0,2092.0,2026-09-14T13:39:22.163107
32,Ourense,2026,M06,3317.0,2021.0,2026-09-14T13:39:22.163107
32,Ourense,2026,M07,5972.0,2809.0,2026-09-14T13:39:22.163107
33,Asturias,2025,M01,10058.0,4500.0,2026-09-14T13:39:22.163107
33,Asturias,2025,M02,14781.0,7567.0,2026-09-14T13:39:22.163107
33,Asturias,2025,M03,26296.0,10340.0,2026-09-14T13:39:22.163107
33,Asturias,2025,M04,58757.0,21935.0,2026-09-14T13:39:22.163107
33,Asturias,2025,M05,39840.0,17609.0,2026-09-14T13:39:22.163107
33,Asturias,2025,M06,68516.0,24273.0,2026-09-14T13:39:22.163107
33,Asturias,2025,M07,162716.0,38551.0,2026-09-14T13:39:22.163107
33,Asturias,2025,M08,223120.0,51928.0,2026-09-14T13:39:22.163107
33,Asturias,2025,M09,84862.0,29571.0,2026-09-14T13:39:22.163107
33,Asturias,2025,M10,39351.0,17690.0,2026-09-14T13:39:22.163107
33,Asturias,2025,M11,25874.0,12027.0,2026-09-14T13:39:22.163107
33,Asturias,2025,M12,30484.0,12870.0,2026-09-14T13:39:22.163107
33,Asturias,2026,M01,18351.0,5971.0,2026-09-14T13:39:22.163107
33,Asturias,2026,M02,21407.0,9022.0,2026-09-14T13:39:22.163107
33,Asturias,2026,M03,28627.0,11759.0,2026-09-14T13:39:22.163107
33,Asturias,2026,M04,53729.0,20259.0,2026-09-14T13:39:22.163107
33,Asturias,2026,M05,44010.0,19531.0,2026-09-14T13:39:22.163107
33,Asturias,2026,M06,78062.0,28276.0,2026-09-14T13:39:22.163107
33,Asturias,2026,M07,179575.0,45996.0,2026-09-14T13:39:22.163107
34,Palencia,2025,M01,2727.0,1116.0,2026-09-14T13:39:22.163107
34,Palencia,2025,M02,4013.0,2099.0,2026-09-14T13:39:22.163107
34,Palencia,2025,M03,6454.0,2841.0,2026-09-14T13:39:22.163107
34,Palencia,2025,M04,7915.0,3211.0,2026-09-14T13:39:22.163107
34,Palencia,2025,M05,10387.0,4546.0,2026-09-14T13:39:22.163107
34,Palencia,2025,M06,8590.0,4180.0,2026-09-14T13:39:22.163107
34,Palencia,2025,M07,14311.0,5752.0,2026-09-14T13:39:22.163107
34,Palencia,2025,M08,19355.0,6565.0,2026-09-14T13:39:22.163107
34,Palencia,2025,M09,9832.0,4302.0,2026-09-14T13:39:22.163107
34,Palencia,2025,M10,8303.0,4322.0,2026-09-14T13:39:22.163107
34,Palencia,2025,M11,5264.0,2569.0,2026-09-14T13:39:22.163107
34,Palencia,2025,M12,5872.0,2444.0,2026-09-14T13:39:22.163107
34,Palencia,2026,M01,3119.0,1374.0,2026-09-14T13:39:22.163107
34,Palencia,2026,M02,4082.0,1870.0,2026-09-14T13:39:22.163107
34,Palencia,2026,M03,4803.0,2301.0,2026-09-14T13:39:22.163107
34,Palencia,2026,M04,8155.0,3717.0,2026-09-14T13:39:22.163107
34,Palencia,2026,M05,8029.0,4100.0,2026-09-14T13:39:22.163107
34,Palencia,2026,M06,8231.0,4027.0,2026-09-14T13:39:22.163107
34,Palencia,2026,M07,14194.0,4646.0,2026-09-14T13:39:22.163107
35,Las Palmas,2025,M01,1061.0,435.0,2026-09-14T13:39:22.163107
35,Las Palmas,2025,M02,1327.0,523.0,2026-09-14T13:39:22.163107
35,Las Palmas,2025,M03,1637.0,669.0,2026-09-14T13:39:22.163107
35,Las Palmas,2025,M04,2021.0,798.0,2026-09-14T13:39:22.163107
35,Las Palmas,2025,M05,1966.0,857.0,2026-09-14T13:39:22.163107
35,Las Palmas,2025,M06,2295.0,871.0,2026-09-14T13:39:22.163107
35,Las Palmas,2025,M07,2983.0,1068.0,2026-09-14T13:39:22.163107
35,Las Palmas,2025,M08,4518.0,1568.0,2026-09-14T13:39:22.163107
35,Las Palmas,2025,M09,2563.0,1094.0,2026-09-14T13:39:22.163107
35,Las Palmas,2025,M10,2230.0,887.0,2026-09-14T13:39:22.163107
35,Las Palmas,2025,M11,1701.0,765.0,2026-09-14T13:39:22.163107
35,Las Palmas,2025,M12,1489.0,709.0,2026-09-14T13:39:22.163107
35,Las Palmas,2026,M01,1215.0,494.0,2026-09-14T13:39:22.163107
35,Las Palmas,2026,M02,895.0,409.0,2026-09-14T13:39:22.163107
35,Las Palmas,2026,M03,1313.0,557.0,2026-09-14T13:39:22.163107
35,Las Palmas,2026,M04,1619.0,697.0,2026-09-14T13:39:22.163107
35,Las Palmas,2026,M05,1938.0,834.0,2026-09-14T13:39:22.163107
35,Las Palmas,2026,M06,2419.0,938.0,2026-09-14T13:39:22.163107
35,Las Palmas,2026,M07,3867.0,1501.0,2026-09-14T13:39:22.163107
36,Pontevedra,2025,M01,1902.0,1103.0,2026-09-14T13:39:22.163107
36,Pontevedra,2025,M02,2383.0,1376.0,2026-09-14T13:39:22.163107
36,Pontevedra,2025,M03,1730.0,1136.0,2026-09-14T13:39:22.163107
36,Pontevedra,2025,M04,4631.0,1972.0,2026-09-14T13:39:22.163107
36,Pontevedra,2025,M05,4225.0,2291.0,2026-09-14T13:39:22.163107
36,Pontevedra,2025,M06,7640.0,3306.0,2026-09-14T13:39:22.163107
36,Pontevedra,2025,M07,15789.0,5100.0,2026-09-14T13:39:22.163107
36,Pontevedra,2025,M08,26006.0,6814.0,2026-09-14T13:39:22.163107
36,Pontevedra,2025,M09,8867.0,3558.0,2026-09-14T13:39:22.163107
36,Pontevedra,2025,M10,4625.0,2240.0,2026-09-14T13:39:22.163107
36,Pontevedra,2025,M11,2227.0,1343.0,2026-09-14T13:39:22.163107
36,Pontevedra,2025,M12,3891.0,1965.0,2026-09-14T13:39:22.163107
36,Pontevedra,2026,M01,687.0,440.0,2026-09-14T13:39:22.163107
36,Pontevedra,2026,M02,1174.0,711.0,2026-09-14T13:39:22.163107
36,Pontevedra,2026,M03,2568.0,1411.0,2026-09-14T13:39:22.163107
36,Pontevedra,2026,M04,5410.0,2461.0,2026-09-14T13:39:22.163107
36,Pontevedra,2026,M05,5225.0,2723.0,2026-09-14T13:39:22.163107
36,Pontevedra,2026,M06,7618.0,3846.0,2026-09-14T13:39:22.163107
36,Pontevedra,2026,M07,15037.0,5260.0,2026-09-14T13:39:22.163107
37,Salamanca,2025,M01,5834.0,3166.0,2026-09-14T13:39:22.163107
37,Salamanca,2025,M02,8490.0,4960.0,2026-09-14T13:39:22.163107
37,Salamanca,2025,M03,12848.0,6401.0,2026-09-14T13:39:22.163107
37,Salamanca,2025,M04,18729.0,7674.0,2026-09-14T13:39:22.163107
37,Salamanca,2025,M05,18179.0,8305.0,2026-09-14T13:39:22.163107
37,Salamanca,2025,M06,15829.0,7371.0,2026-09-14T13:39:22.163107
37,Salamanca,2025,M07,24521.0,9149.0,2026-09-14T13:39:22.163107
37,Salamanca,2025,M08,33621.0,11230.0,2026-09-14T13:39:22.163107
37,Salamanca,2025,M09,12903.0,6611.0,2026-09-14T13:39:22.163107
37,Salamanca,2025,M10,12095.0,6165.0,2026-09-14T13:39:22.163107
