COD_PROV,PROVINCIA,Anyo,Periodo,establecimientos_abiertos,grado_ocupacion_finsemana,grado_ocupacion_habitaciones,grado_ocupacion_plazas,plazas_estimadas,_meta.fecha_extraccion
12,Castellón/Castelló,2024,M08,316.0,40.17,52.32,36.56,2472.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2024,M09,319.0,33.67,21.52,14.91,2512.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2024,M10,315.0,26.91,15.87,10.79,2395.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2024,M11,289.0,20.87,13.61,9.53,2195.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2024,M12,287.0,32.2,23.49,17.14,2171.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2025,M01,339.0,20.53,19.6,10.05,2584.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2025,M02,345.0,28.09,23.07,12.51,2626.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2025,M03,345.0,21.62,19.97,10.61,2654.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2025,M04,355.0,29.96,23.81,14.17,2729.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2025,M05,361.0,23.36,18.47,11.06,2819.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2025,M06,337.0,23.18,17.88,10.62,2716.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2025,M07,359.0,24.78,27.72,16.19,2799.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2025,M08,365.0,29.37,41.26,24.4,2878.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2025,M09,359.0,24.68,18.56,11.13,2796.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2025,M10,350.0,30.91,20.58,13.35,2734.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2025,M11,372.0,23.15,19.51,9.69,2955.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2025,M12,364.0,28.09,24.13,15.25,2850.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2026,M01,389.0,17.78,14.36,9.36,3046.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2026,M02,371.0,25.78,15.97,9.92,2908.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2026,M03,387.0,16.79,15.65,7.79,2990.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2026,M04,390.0,25.63,17.29,11.93,3064.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2026,M05,387.0,25.6,18.89,11.61,3071.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2026,M06,392.0,21.38,14.69,8.21,3052.0,2026-09-14T13:39:21.195883
12,Castellón/Castelló,2026,M07,390.0,25.41,28.21,16.46,3090.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2024,M08,169.0,30.32,29.65,20.63,1816.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2024,M09,168.0,26.0,11.82,9.54,1875.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2024,M10,199.0,25.67,10.18,8.46,2138.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2024,M11,202.0,27.01,12.91,10.02,2248.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2024,M12,187.0,27.39,20.73,13.61,2070.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2025,M01,215.0,13.78,10.09,5.39,2400.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2025,M02,233.0,23.86,14.8,9.63,2616.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2025,M03,235.0,31.64,13.99,11.66,2603.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2025,M04,225.0,35.25,16.73,15.43,2504.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2025,M05,220.0,27.89,16.82,14.19,2485.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2025,M06,226.0,39.24,17.05,14.08,2359.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2025,M07,209.0,46.01,24.3,19.47,2215.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2025,M08,207.0,39.64,28.86,24.94,2293.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2025,M09,214.0,37.39,21.81,17.73,2277.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2025,M10,218.0,35.31,19.27,15.57,2300.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2025,M11,221.0,29.96,19.66,14.24,2332.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2025,M12,208.0,28.14,20.95,16.81,2173.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2026,M01,207.0,12.08,10.45,6.2,2167.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2026,M02,192.0,17.05,12.7,7.53,2030.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2026,M03,193.0,24.86,11.42,8.78,2002.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2026,M04,205.0,25.64,19.99,12.74,2129.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2026,M05,182.0,26.51,19.13,14.54,1930.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2026,M06,184.0,34.23,18.28,12.98,1962.0,2026-09-14T13:39:21.195883
13,Ciudad Real,2026,M07,174.0,36.48,21.87,15.43,1956.0,2026-09-14T13:39:21.195883
14,Córdoba,2024,M08,203.0,33.45,36.54,26.22,2237.0,2026-09-14T13:39:21.195883
14,Córdoba,2024,M09,192.0,23.41,12.58,8.47,2094.0,2026-09-14T13:39:21.195883
14,Córdoba,2024,M10,200.0,22.77,9.43,7.3,2271.0,2026-09-14T13:39:21.195883
14,Córdoba,2024,M11,187.0,23.15,14.79,9.08,2143.0,2026-09-14T13:39:21.195883
14,Córdoba,2024,M12,189.0,25.32,16.6,13.81,2195.0,2026-09-14T13:39:21.195883
14,Córdoba,2025,M01,216.0,10.08,6.35,3.79,2208.0,2026-09-14T13:39:21.195883
14,Córdoba,2025,M02,244.0,17.33,6.85,6.18,2489.0,2026-09-14T13:39:21.195883
14,Córdoba,2025,M03,244.0,17.16,6.63,5.54,2527.0,2026-09-14T13:39:21.195883
14,Córdoba,2025,M04,254.0,24.05,17.86,13.18,2588.0,2026-09-14T13:39:21.195883
14,Córdoba,2025,M05,239.0,21.94,19.83,11.97,2494.0,2026-09-14T13:39:21.195883
14,Córdoba,2025,M06,207.0,23.05,17.11,11.74,2035.0,2026-09-14T13:39:21.195883
14,Córdoba,2025,M07,210.0,31.12,29.42,18.56,2053.0,2026-09-14T13:39:21.195883
14,Córdoba,2025,M08,223.0,32.24,36.42,22.1,2215.0,2026-09-14T13:39:21.195883
14,Córdoba,2025,M09,230.0,24.32,15.45,10.16,2224.0,2026-09-14T13:39:21.195883
14,Córdoba,2025,M10,216.0,23.38,14.08,10.66,2128.0,2026-09-14T13:39:21.195883
14,Córdoba,2025,M11,233.0,26.52,11.05,8.92,2383.0,2026-09-14T13:39:21.195883
14,Córdoba,2025,M12,230.0,23.52,15.86,13.64,2255.0,2026-09-14T13:39:21.195883
14,Córdoba,2026,M01,209.0,8.46,6.5,4.22,2169.0,2026-09-14T13:39:21.195883
14,Córdoba,2026,M02,199.0,19.21,9.78,7.78,2096.0,2026-09-14T13:39:21.195883
14,Córdoba,2026,M03,210.0,22.97,12.62,9.01,2164.0,2026-09-14T13:39:21.195883
14,Córdoba,2026,M04,227.0,27.3,19.07,15.21,2244.0,2026-09-14T13:39:21.195883
14,Córdoba,2026,M05,231.0,22.69,19.35,12.21,2333.0,2026-09-14T13:39:21.195883
14,Córdoba,2026,M06,223.0,26.18,22.36,12.83,2286.0,2026-09-14T13:39:21.195883
14,Córdoba,2026,M07,144.0,29.76,24.06,15.2,1430.0,2026-09-14T13:39:21.195883
15,A Coruña,2024,M08,139.0,53.06,66.98,58.39,1893.0,2026-09-14T13:39:21.195883
15,A Coruña,2024,M09,130.0,45.1,43.36,35.66,1735.0,2026-09-14T13:39:21.195883
15,A Coruña,2024,M10,108.0,29.36,25.91,22.16,1404.0,2026-09-14T13:39:21.195883
15,A Coruña,2024,M11,90.0,23.17,11.91,10.65,1122.0,2026-09-14T13:39:21.195883
15,A Coruña,2024,M12,83.0,16.74,13.17,10.8,1046.0,2026-09-14T13:39:21.195883
15,A Coruña,2025,M01,65.0,10.4,5.51,5.03,742.0,2026-09-14T13:39:21.195883
15,A Coruña,2025,M02,64.0,17.27,8.27,7.78,716.0,2026-09-14T13:39:21.195883
15,A Coruña,2025,M03,78.0,16.35,8.99,8.39,929.0,2026-09-14T13:39:21.195883
15,A Coruña,2025,M04,101.0,35.23,30.37,27.17,1295.0,2026-09-14T13:39:21.195883
15,A Coruña,2025,M05,111.0,40.82,42.14,36.71,1402.0,2026-09-14T13:39:21.195883
15,A Coruña,2025,M06,120.0,43.04,41.08,36.31,1531.0,2026-09-14T13:39:21.195883
15,A Coruña,2025,M07,112.0,50.5,51.97,45.88,1503.0,2026-09-14T13:39:21.195883
15,A Coruña,2025,M08,117.0,62.82,73.64,62.66,1547.0,2026-09-14T13:39:21.195883
15,A Coruña,2025,M09,118.0,49.48,46.27,39.8,1555.0,2026-09-14T13:39:21.195883
15,A Coruña,2025,M10,110.0,34.6,29.14,25.04,1441.0,2026-09-14T13:39:21.195883
15,A Coruña,2025,M11,96.0,23.24,10.59,9.59,1212.0,2026-09-14T13:39:21.195883
15,A Coruña,2025,M12,86.0,16.5,9.34,8.54,1041.0,2026-09-14T13:39:21.195883
15,A Coruña,2026,M01,80.0,8.14,4.35,3.74,962.0,2026-09-14T13:39:21.195883
15,A Coruña,2026,M02,81.0,11.36,5.66,4.34,962.0,2026-09-14T13:39:21.195883
15,A Coruña,2026,M03,87.0,16.0,8.86,7.79,1125.0,2026-09-14T13:39:21.195883
15,A Coruña,2026,M04,110.0,27.6,22.59,18.64,1486.0,2026-09-14T13:39:21.195883
15,A Coruña,2026,M05,119.0,31.3,27.55,23.12,1624.0,2026-09-14T13:39:21.195883
15,A Coruña,2026,M06,113.0,48.25,43.04,35.03,1539.0,2026-09-14T13:39:21.195883
15,A Coruña,2026,M07,123.0,58.2,55.55,47.35,1663.0,2026-09-14T13:39:21.195883
16,Cuenca,2024,M08,298.0,39.97,31.75,24.3,3785.0,2026-09-14T13:39:21.195883
16,Cuenca,2024,M09,305.0,32.93,17.33,11.95,3874.0,2026-09-14T13:39:21.195883
16,Cuenca,2024,M10,336.0,34.52,17.56,12.81,4121.0,2026-09-14T13:39:21.195883
16,Cuenca,2024,M11,331.0,29.84,16.14,13.36,4169.0,2026-09-14T13:39:21.195883
16,Cuenca,2024,M12,324.0,29.28,20.33,16.45,4022.0,2026-09-14T13:39:21.195883
16,Cuenca,2025,M01,283.0,14.07,9.62,7.62,3279.0,2026-09-14T13:39:21.195883
16,Cuenca,2025,M02,287.0,28.96,13.18,11.0,3434.0,2026-09-14T13:39:21.195883
16,Cuenca,2025,M03,280.0,25.59,12.97,9.81,3350.0,2026-09-14T13:39:21.195883
16,Cuenca,2025,M04,326.0,33.01,20.58,15.5,4088.0,2026-09-14T13:39:21.195883
16,Cuenca,2025,M05,334.0,25.83,17.56,12.47,4227.0,2026-09-14T13:39:21.195883
16,Cuenca,2025,M06,334.0,30.69,18.25,12.57,4258.0,2026-09-14T13:39:21.195883
16,Cuenca,2025,M07,338.0,34.52,23.58,17.89,4246.0,2026-09-14T13:39:21.195883
16,Cuenca,2025,M08,335.0,38.81,37.72,26.92,4211.0,2026-09-14T13:39:21.195883
16,Cuenca,2025,M09,330.0,34.68,19.9,14.22,4193.0,2026-09-14T13:39:21.195883
16,Cuenca,2025,M10,341.0,30.96,17.56,13.08,4301.0,2026-09-14T13:39:21.195883
16,Cuenca,2025,M11,335.0,30.65,18.05,12.36,4215.0,2026-09-14T13:39:21.195883
16,Cuenca,2025,M12,327.0,25.76,20.55,14.33,4139.0,2026-09-14T13:39:21.195883
16,Cuenca,2026,M01,284.0,12.08,10.71,6.08,3526.0,2026-09-14T13:39:21.195883
16,Cuenca,2026,M02,295.0,21.45,12.7,8.28,3872.0,2026-09-14T13:39:21.195883
16,Cuenca,2026,M03,308.0,25.24,19.75,10.14,4013.0,2026-09-14T13:39:21.195883
16,Cuenca,2026,M04,328.0,27.79,22.01,14.15,4194.0,2026-09-14T13:39:21.195883
16,Cuenca,2026,M05,320.0,29.57,19.88,12.51,4155.0,2026-09-14T13:39:21.195883
16,Cuenca,2026,M06,343.0,35.17,20.73,13.62,4551.0,2026-09-14T13:39:21.195883
16,Cuenca,2026,M07,327.0,35.7,24.48,18.1,4368.0,2026-09-14T13:39:21.195883
17,Girona,2024,M08,617.0,50.29,64.36,52.05,7146.0,2026-09-14T13:39:21.195883
17,Girona,2024,M09,617.0,45.59,30.33,22.81,6971.0,2026-09-14T13:39:21.195883
17,Girona,2024,M10,598.0,43.05,26.37,20.73,6683.0,2026-09-14T13:39:21.195883
17,Girona,2024,M11,577.0,42.66,21.88,18.49,6518.0,2026-09-14T13:39:21.195883
17,Girona,2024,M12,610.0,35.61,27.27,22.43,6858.0,2026-09-14T13:39:21.195883
17,Girona,2025,M01,477.0,27.52,13.64,11.07,5607.0,2026-09-14T13:39:21.195883
17,Girona,2025,M02,472.0,32.54,16.44,13.14,5677.0,2026-09-14T13:39:21.195883
17,Girona,2025,M03,522.0,36.7,17.75,13.5,6188.0,2026-09-14T13:39:21.195883
17,Girona,2025,M04,558.0,45.5,30.11,22.49,6467.0,2026-09-14T13:39:21.195883
17,Girona,2025,M05,574.0,44.02,27.01,20.9,6741.0,2026-09-14T13:39:21.195883
17,Girona,2025,M06,600.0,47.89,31.21,24.97,6973.0,2026-09-14T13:39:21.195883
17,Girona,2025,M07,628.0,50.26,44.62,35.32,7373.0,2026-09-14T13:39:21.195883
17,Girona,2025,M08,638.0,46.46,63.8,51.12,7417.0,2026-09-14T13:39:21.195883
17,Girona,2025,M09,604.0,42.15,29.86,21.55,7105.0,2026-09-14T13:39:21.195883
17,Girona,2025,M10,589.0,41.82,23.57,17.14,6677.0,2026-09-14T13:39:21.195883
17,Girona,2025,M11,572.0,36.74,18.4,14.12,6710.0,2026-09-14T13:39:21.195883
17,Girona,2025,M12,554.0,31.62,25.48,20.58,6344.0,2026-09-14T13:39:21.195883
17,Girona,2026,M01,416.0,28.63,18.72,13.24,5262.0,2026-09-14T13:39:21.195883
17,Girona,2026,M02,453.0,35.6,20.69,14.15,5630.0,2026-09-14T13:39:21.195883
17,Girona,2026,M03,526.0,28.38,17.87,12.05,6438.0,2026-09-14T13:39:21.195883
17,Girona,2026,M04,527.0,47.5,31.3,24.13,6368.0,2026-09-14T13:39:21.195883
17,Girona,2026,M05,535.0,42.33,30.38,22.16,6618.0,2026-09-14T13:39:21.195883
17,Girona,2026,M06,543.0,51.83,34.75,25.9,6794.0,2026-09-14T13:39:21.195883
17,Girona,2026,M07,577.0,49.61,52.17,39.71,6952.0,2026-09-14T13:39:21.195883
18,Granada,2024,M08,152.0,45.86,50.13,36.71,1610.0,2026-09-14T13:39:21.195883
18,Granada,2024,M09,160.0,25.93,22.14,15.03,1673.0,2026-09-14T13:39:21.195883
18,Granada,2024,M10,163.0,28.79,22.0,14.21,1709.0,2026-09-14T13:39:21.195883
18,Granada,2024,M11,154.0,27.17,14.08,11.21,1603.0,2026-09-14T13:39:21.195883
18,Granada,2024,M12,145.0,27.11,18.04,14.5,1530.0,2026-09-14T13:39:21.195883
18,Granada,2025,M01,160.0,20.66,13.09,9.36,1733.0,2026-09-14T13:39:21.195883
18,Granada,2025,M02,172.0,36.75,21.73,15.88,1742.0,2026-09-14T13:39:21.195883
18,Granada,2025,M03,176.0,25.57,15.31,10.12,1868.0,2026-09-14T13:39:21.195883
18,Granada,2025,M04,186.0,37.07,26.0,19.13,1964.0,2026-09-14T13:39:21.195883
18,Granada,2025,M05,174.0,26.41,22.9,16.2,1892.0,2026-09-14T13:39:21.195883
18,Granada,2025,M06,187.0,30.87,18.66,13.85,1960.0,2026-09-14T13:39:21.195883
18,Granada,2025,M07,197.0,34.61,35.59,21.66,2096.0,2026-09-14T13:39:21.195883
18,Granada,2025,M08,193.0,37.59,48.72,33.09,2042.0,2026-09-14T13:39:21.195883
18,Granada,2025,M09,185.0,26.66,27.97,17.21,1944.0,2026-09-14T13:39:21.195883
18,Granada,2025,M10,195.0,29.54,22.36,14.72,2065.0,2026-09-14T13:39:21.195883
18,Granada,2025,M11,206.0,23.12,12.89,9.68,2066.0,2026-09-14T13:39:21.195883
18,Granada,2025,M12,210.0,26.21,24.45,16.01,2081.0,2026-09-14T13:39:21.195883
18,Granada,2026,M01,179.0,19.06,13.09,9.29,1821.0,2026-09-14T13:39:21.195883
18,Granada,2026,M02,206.0,25.11,14.91,10.34,2128.0,2026-09-14T13:39:21.195883
18,Granada,2026,M03,206.0,19.86,11.98,8.0,2188.0,2026-09-14T13:39:21.195883
18,Granada,2026,M04,211.0,30.71,23.6,16.56,2186.0,2026-09-14T13:39:21.195883
18,Granada,2026,M05,212.0,26.5,22.14,14.53,2164.0,2026-09-14T13:39:21.195883
18,Granada,2026,M06,227.0,30.87,23.63,14.66,2319.0,2026-09-14T13:39:21.195883
18,Granada,2026,M07,216.0,29.74,32.06,20.22,2208.0,2026-09-14T13:39:21.195883
19,Guadalajara,2024,M08,271.0,35.26,31.94,25.37,3048.0,2026-09-14T13:39:21.195883
19,Guadalajara,2024,M09,275.0,32.5,18.73,16.24,3085.0,2026-09-14T13:39:21.195883
19,Guadalajara,2024,M10,330.0,40.11,19.88,17.19,3525.0,2026-09-14T13:39:21.195883
19,Guadalajara,2024,M11,321.0,38.42,21.34,18.02,3586.0,2026-09-14T13:39:21.195883
19,Guadalajara,2024,M12,316.0,30.29,20.52,18.22,3532.0,2026-09-14T13:39:21.195883
19,Guadalajara,2025,M01,257.0,16.05,9.99,8.29,2862.0,2026-09-14T13:39:21.195883
19,Guadalajara,2025,M02,256.0,32.22,20.11,15.15,2877.0,2026-09-14T13:39:21.195883
19,Guadalajara,2025,M03,280.0,29.78,20.03,15.42,3117.0,2026-09-14T13:39:21.195883
19,Guadalajara,2025,M04,312.0,42.0,28.54,23.18,3399.0,2026-09-14T13:39:21.195883
19,Guadalajara,2025,M05,311.0,35.98,21.86,19.07,3409.0,2026-09-14T13:39:21.195883
19,Guadalajara,2025,M06,319.0,41.67,23.05,19.34,3448.0,2026-09-14T13:39:21.195883
19,Guadalajara,2025,M07,321.0,42.39,25.93,21.95,3495.0,2026-09-14T13:39:21.195883
19,Guadalajara,2025,M08,305.0,35.63,28.62,23.92,3246.0,2026-09-14T13:39:21.195883
19,Guadalajara,2025,M09,314.0,35.6,20.22,16.69,3431.0,2026-09-14T13:39:21.195883
19,Guadalajara,2025,M10,325.0,35.91,20.33,17.11,3555.0,2026-09-14T13:39:21.195883
19,Guadalajara,2025,M11,333.0,33.06,18.49,14.8,3625.0,2026-09-14T13:39:21.195883
19,Guadalajara,2025,M12,321.0,31.85,20.41,17.16,3459.0,2026-09-14T13:39:21.195883
19,Guadalajara,2026,M01,302.0,13.29,10.04,7.13,3060.0,2026-09-14T13:39:21.195883
19,Guadalajara,2026,M02,301.0,24.68,15.03,9.86,3343.0,2026-09-14T13:39:21.195883
19,Guadalajara,2026,M03,339.0,30.84,18.72,13.08,3638.0,2026-09-14T13:39:21.195883
19,Guadalajara,2026,M04,343.0,38.43,22.76,17.17,3595.0,2026-09-14T13:39:21.195883
19,Guadalajara,2026,M05,342.0,31.2,20.48,14.02,3621.0,2026-09-14T13:39:21.195883
19,Guadalajara,2026,M06,388.0,34.92,24.4,16.17,4156.0,2026-09-14T13:39:21.195883
19,Guadalajara,2026,M07,386.0,29.83,29.96,19.33,4112.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2024,M08,188.0,64.7,77.04,70.21,2183.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2024,M09,175.0,49.86,41.97,36.95,2068.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2024,M10,167.0,35.62,30.25,25.6,1956.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2024,M11,165.0,39.89,26.07,22.21,1955.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2024,M12,157.0,29.23,26.39,22.19,1866.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2025,M01,127.0,18.44,16.16,12.77,1486.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2025,M02,137.0,29.09,19.01,14.13,1669.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2025,M03,152.0,41.7,24.45,20.7,1836.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2025,M04,168.0,53.02,36.32,31.65,2005.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2025,M05,173.0,52.26,39.92,34.92,2065.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2025,M06,179.0,59.73,48.12,40.63,2132.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2025,M07,184.0,62.69,65.67,59.51,2201.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2025,M08,185.0,69.66,82.83,73.08,2229.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2025,M09,179.0,53.52,47.11,39.65,2125.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2025,M10,169.0,38.12,30.17,27.09,2041.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2025,M11,162.0,37.2,23.49,20.45,1931.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2025,M12,159.0,28.48,25.27,21.26,1951.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2026,M01,130.0,15.31,11.0,10.23,1609.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2026,M02,127.0,32.56,15.8,13.11,1638.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2026,M03,149.0,44.21,21.76,18.83,1852.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2026,M04,163.0,38.57,27.92,22.85,1984.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2026,M05,162.0,49.05,35.54,29.27,1972.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2026,M06,171.0,41.33,36.03,28.03,2057.0,2026-09-14T13:39:21.195883
20,Gipuzkoa,2026,M07,171.0,60.83,66.63,58.68,2066.0,2026-09-14T13:39:21.195883
21,Huelva,2024,M08,163.0,51.25,55.23,40.46,1425.0,2026-09-14T13:39:21.195883
21,Huelva,2024,M09,159.0,34.67,25.82,19.14,1383.0,2026-09-14T13:39:21.195883
21,Huelva,2024,M10,159.0,37.42,26.43,19.15,1418.0,2026-09-14T13:39:21.195883
21,Huelva,2024,M11,164.0,40.86,27.23,20.07,1449.0,2026-09-14T13:39:21.195883
21,Huelva,2024,M12,145.0,38.65,28.67,24.29,1236.0,2026-09-14T13:39:21.195883
21,Huelva,2025,M01,124.0,26.5,20.4,14.49,1009.0,2026-09-14T13:39:21.195883
21,Huelva,2025,M02,131.0,38.08,23.08,16.77,1050.0,2026-09-14T13:39:21.195883
21,Huelva,2025,M03,148.0,24.1,17.54,12.04,1143.0,2026-09-14T13:39:21.195883
21,Huelva,2025,M04,139.0,29.09,27.27,18.91,1202.0,2026-09-14T13:39:21.195883
21,Huelva,2025,M05,124.0,21.65,24.1,15.77,1078.0,2026-09-14T13:39:21.195883
21,Huelva,2025,M06,137.0,29.34,26.26,19.14,1075.0,2026-09-14T13:39:21.195883
21,Huelva,2025,M07,135.0,36.86,34.27,19.93,1261.0,2026-09-14T13:39:21.195883
21,Huelva,2025,M08,131.0,44.48,47.19,34.91,1003.0,2026-09-14T13:39:21.195883
21,Huelva,2025,M09,132.0,35.01,25.59,19.52,1009.0,2026-09-14T13:39:21.195883
21,Huelva,2025,M10,138.0,36.84,28.85,22.0,1101.0,2026-09-14T13:39:21.195883
21,Huelva,2025,M11,144.0,43.52,29.66,21.7,1165.0,2026-09-14T13:39:21.195883
21,Huelva,2025,M12,147.0,37.79,23.49,17.88,1199.0,2026-09-14T13:39:21.195883
21,Huelva,2026,M01,142.0,29.36,20.99,14.78,1161.0,2026-09-14T13:39:21.195883
21,Huelva,2026,M02,145.0,46.73,22.69,19.47,1157.0,2026-09-14T13:39:21.195883
21,Huelva,2026,M03,143.0,29.39,18.45,13.65,1443.0,2026-09-14T13:39:21.195883
21,Huelva,2026,M04,146.0,35.3,27.11,19.42,1221.0,2026-09-14T13:39:21.195883
21,Huelva,2026,M05,146.0,32.84,26.72,18.12,1447.0,2026-09-14T13:39:21.195883
21,Huelva,2026,M06,139.0,37.56,25.15,17.1,1459.0,2026-09-14T13:39:21.195883
21,Huelva,2026,M07,141.0,34.59,31.03,21.41,1433.0,2026-09-14T13:39:21.195883
22,Huesca,2024,M08,618.0,40.53,59.88,44.83,4869.0,2026-09-14T13:39:21.195883
22,Huesca,2024,M09,640.0,27.41,25.0,18.19,4976.0,2026-09-14T13:39:21.195883
22,Huesca,2024,M10,590.0,25.61,18.7,14.15,4691.0,2026-09-14T13:39:21.195883
22,Huesca,2024,M11,597.0,23.12,16.1,12.54,4507.0,2026-09-14T13:39:21.195883
22,Huesca,2024,M12,617.0,27.15,20.99,17.22,4704.0,2026-09-14T13:39:21.195883
22,Huesca,2025,M01,476.0,18.15,15.04,9.98,3621.0,2026-09-14T13:39:21.195883
22,Huesca,2025,M02,488.0,36.68,17.86,15.23,3808.0,2026-09-14T13:39:21.195883
22,Huesca,2025,M03,528.0,27.26,14.25,10.98,4079.0,2026-09-14T13:39:21.195883
22,Huesca,2025,M04,578.0,33.65,21.51,17.16,4484.0,2026-09-14T13:39:21.195883
22,Huesca,2025,M05,586.0,28.93,19.65,14.32,4580.0,2026-09-14T13:39:21.195883
22,Huesca,2025,M06,602.0,32.42,24.96,17.73,4671.0,2026-09-14T13:39:21.195883
22,Huesca,2025,M07,644.0,37.54,39.17,29.73,5018.0,2026-09-14T13:39:21.195883
22,Huesca,2025,M08,638.0,45.6,60.32,49.33,4896.0,2026-09-14T13:39:21.195883
22,Huesca,2025,M09,574.0,33.69,26.76,18.39,4479.0,2026-09-14T13:39:21.195883
22,Huesca,2025,M10,578.0,32.23,23.52,16.66,4399.0,2026-09-14T13:39:21.195883
22,Huesca,2025,M11,576.0,24.62,14.07,10.29,4311.0,2026-09-14T13:39:21.195883
22,Huesca,2025,M12,546.0,31.2,24.24,19.5,4158.0,2026-09-14T13:39:21.195883
22,Huesca,2026,M01,457.0,25.91,17.32,13.31,3394.0,2026-09-14T13:39:21.195883
22,Huesca,2026,M02,468.0,42.09,25.9,20.41,3539.0,2026-09-14T13:39:21.195883
22,Huesca,2026,M03,575.0,35.06,17.92,14.57,4365.0,2026-09-14T13:39:21.195883
22,Huesca,2026,M04,596.0,35.1,23.69,17.7,4627.0,2026-09-14T13:39:21.195883
22,Huesca,2026,M05,596.0,31.53,23.11,16.69,4679.0,2026-09-14T13:39:21.195883
22,Huesca,2026,M06,676.0,37.21,24.58,17.96,4770.0,2026-09-14T13:39:21.195883
22,Huesca,2026,M07,674.0,35.3,41.43,30.67,5244.0,2026-09-14T13:39:21.195883
23,Jaén,2024,M08,221.0,38.7,44.56,30.11,2028.0,2026-09-14T13:39:21.195883
23,Jaén,2024,M09,197.0,24.21,13.99,11.15,1849.0,2026-09-14T13:39:21.195883
23,Jaén,2024,M10,210.0,23.54,11.48,9.47,2020.0,2026-09-14T13:39:21.195883
23,Jaén,2024,M11,205.0,30.46,16.38,13.09,1978.0,2026-09-14T13:39:21.195883
23,Jaén,2024,M12,190.0,29.74,16.52,14.95,1890.0,2026-09-14T13:39:21.195883
23,Jaén,2025,M01,141.0,13.58,10.03,7.32,1535.0,2026-09-14T13:39:21.195883
